Game_Index,Home_Team,URL,HT_Pts,Opp_Pts,FG,FGA,FG_Pct,Three_Pt,Three_Pt_Attempts,Three_Pt_Pct,Free_Throws,Free_Throw_Attempts,Free_Throw_Pct,Offensive_Rebounds,Total_Rebounds,Assists,Steals,Blocks,Turnovers,Personal_Fouls,FG_Opp,FGA_Opp,FG_Pct_Opp,Three_Pt_Opp,Three_Pt_Attempts_Opp,Three_Pt_Pct_Opp,Free_Throws_Opp,Free_Throw_Attempts_Opp,Free_Throw_Pct_Opp,Offensive_Rebounds_Opp,Total_Rebounds_Opp,Assists_Opp,Steals_Opp,Blocks_Opp,Turnovers_Opp,Personal_Fouls_Opp,Result
3574,drexel,james-madison,69,71,26,68,0.382,5,20,0.25,12,17,0.706,13,31,10,8,3,8,14,30,53,0.566,4,12,0.333,7,13,0.538,9,35,15,7,3,15,15,L
3575,delaware,james-madison,61,68,20,47,0.426,5,14,0.357,16,24,0.667,8,25,9,4,3,14,17,25,49,0.51,7,18,0.389,11,14,0.786,5,27,5,4,3,11,21,L
3577,hofstra,james-madison,99,104,34,63,0.54,12,25,0.48,19,26,0.731,9,27,27,4,5,9,17,36,69,0.522,10,20,0.5,22,24,0.917,14,33,17,5,3,8,23,L
3580,eastern-kentucky,kansas-state,68,95,25,64,0.391,8,28,0.286,10,15,0.667,4,21,14,7,0,16,21,37,67,0.552,4,17,0.235,17,23,0.739,11,43,18,9,4,13,17,L
3589,george-mason,kansas-state,58,59,23,56,0.411,6,19,0.316,6,11,0.545,5,31,9,6,3,5,14,22,52,0.423,9,22,0.409,6,13,0.462,7,37,15,3,2,10,11,L
3600,baylor,kansas-state,63,70,25,56,0.446,6,24,0.25,7,11,0.636,14,31,13,5,7,13,17,23,57,0.404,9,26,0.346,15,17,0.882,13,29,17,5,2,10,14,L
3602,denver,kansas-state,56,64,19,52,0.365,7,29,0.241,11,16,0.688,4,34,7,4,1,17,21,21,50,0.42,5,19,0.263,17,24,0.708,9,27,8,5,2,9,13,L
3616,arizona-state,kansas,80,76,26,63,0.413,8,21,0.381,20,32,0.625,12,36,13,9,5,11,12,27,65,0.415,7,28,0.25,15,16,0.938,10,37,13,6,5,16,22,W
3617,eastern-michigan,kansas,63,87,21,70,0.3,6,32,0.188,15,23,0.652,19,39,7,9,1,16,23,31,56,0.554,7,21,0.333,18,26,0.692,7,40,25,7,4,17,20,L
3619,iowa-state,kansas,77,60,28,61,0.459,13,25,0.52,8,10,0.8,5,24,18,13,4,11,12,24,56,0.429,6,20,0.3,6,11,0.545,10,38,12,6,1,23,10,W
3621,baylor,kansas,68,73,25,75,0.333,9,31,0.29,9,15,0.6,22,44,13,9,3,14,23,24,44,0.545,9,16,0.563,16,27,0.593,4,26,13,6,11,14,19,L
3624,iowa-state,kansas,76,80,27,62,0.435,12,30,0.4,10,17,0.588,12,35,12,7,3,14,18,33,64,0.516,6,14,0.429,8,13,0.615,10,34,10,7,3,11,17,L
3628,kansas-state,kansas,74,67,25,58,0.431,10,24,0.417,14,24,0.583,10,29,17,11,1,12,15,24,52,0.462,7,20,0.35,12,16,0.75,8,31,11,9,4,23,23,W
3633,kansas-state,kansas,49,64,18,57,0.316,8,21,0.381,5,5,1,8,28,9,5,4,11,17,21,53,0.396,8,24,0.333,14,19,0.737,10,35,14,6,6,10,8,L
3639,belmont,kennesaw-state,91,53,35,69,0.507,9,21,0.429,12,16,0.75,13,51,15,8,9,12,15,21,67,0.313,2,9,0.222,9,18,0.5,7,30,5,7,4,10,14,W
3640,georgia,kennesaw-state,84,51,35,67,0.522,7,20,0.35,7,15,0.467,15,52,20,8,7,16,16,19,68,0.279,1,15,0.067,12,20,0.6,13,33,7,5,2,12,16,W
3642,gardner-webb,kennesaw-state,81,77,25,57,0.439,8,21,0.381,23,30,0.767,7,29,11,5,1,10,24,27,64,0.422,3,9,0.333,20,28,0.714,15,40,10,2,8,14,23,W
3648,jacksonville,kennesaw-state,90,70,35,60,0.583,8,18,0.444,12,20,0.6,9,42,24,6,3,16,15,25,66,0.379,7,17,0.412,13,18,0.722,8,30,11,8,1,11,16,W
3650,florida-gulf-coast,kennesaw-state,72,59,25,59,0.424,9,30,0.3,13,17,0.765,6,34,12,7,6,13,17,19,53,0.358,5,15,0.333,16,21,0.762,6,33,10,6,1,15,13,W
3654,jacksonville,kennesaw-state,82,73,28,71,0.394,6,17,0.353,20,26,0.769,19,39,19,9,6,8,10,30,62,0.484,7,16,0.438,6,6,1,7,31,9,6,9,17,20,W
3656,georgia-tech,kennesaw-state,87,57,35,62,0.565,8,22,0.364,9,10,0.9,6,31,29,10,4,12,16,21,65,0.323,5,12,0.417,10,12,0.833,12,32,14,7,4,15,11,W
3657,elon,kennesaw-state,76,67,30,65,0.462,11,33,0.333,5,6,0.833,7,32,17,3,1,9,13,23,63,0.365,4,12,0.333,17,20,0.85,9,30,10,7,2,18,26,W
3658,florida-gulf-coast,kennesaw-state,78,56,30,63,0.476,12,35,0.343,6,9,0.667,7,39,22,11,7,17,16,19,65,0.292,5,17,0.294,13,19,0.684,11,35,9,10,5,16,12,W
3664,detroit-mercy,kent-state,72,76,26,64,0.406,6,24,0.25,14,18,0.778,14,31,9,11,3,10,17,23,62,0.371,10,31,0.323,20,24,0.833,16,38,16,7,1,14,16,L
3671,bowling-green-state,kent-state,86,64,35,69,0.507,9,22,0.409,7,11,0.636,10,33,21,9,1,12,12,24,62,0.387,8,28,0.286,8,11,0.727,10,28,8,6,4,16,16,W
3673,eastern-michigan,kent-state,95,61,34,52,0.654,12,19,0.632,15,21,0.714,9,34,19,6,8,14,14,22,62,0.355,9,28,0.321,8,16,0.5,14,24,11,6,3,12,21,W
3677,alcorn-state,kent-state,48,79,18,47,0.383,5,18,0.278,7,13,0.538,6,24,7,5,2,22,16,30,69,0.435,9,23,0.391,10,15,0.667,11,39,8,7,3,14,20,L
3678,ball-state,kent-state,80,83,27,56,0.482,7,19,0.368,19,24,0.792,9,40,14,5,1,20,18,28,73,0.384,9,27,0.333,18,21,0.857,13,33,17,9,4,8,20,L
3679,albany-ny,kent-state,68,70,24,53,0.453,8,23,0.348,12,15,0.8,5,34,9,2,3,15,18,22,53,0.415,5,15,0.333,21,23,0.913,7,30,11,7,5,10,14,L
3680,akron,kent-state,72,53,26,54,0.481,10,24,0.417,10,16,0.625,4,29,12,8,2,12,11,20,61,0.328,4,25,0.16,9,15,0.6,13,35,5,6,5,11,15,W
3682,eastern-michigan,kent-state,58,71,20,48,0.417,5,20,0.25,13,21,0.619,5,27,7,5,5,16,22,22,51,0.431,6,18,0.333,21,29,0.724,5,25,16,7,6,10,19,L
3683,central-michigan,kent-state,84,74,26,52,0.5,9,17,0.529,23,34,0.676,10,29,15,5,8,13,18,24,61,0.393,1,14,0.071,25,31,0.806,13,27,7,6,5,10,22,W
3684,buffalo,kent-state,80,57,31,71,0.437,4,26,0.154,14,22,0.636,15,34,19,13,4,8,14,23,57,0.404,2,13,0.154,9,14,0.643,13,40,8,2,4,23,23,W
3685,duke,kentucky,118,84,43,79,0.544,12,26,0.462,20,29,0.69,13,38,22,10,3,4,26,26,59,0.441,4,17,0.235,28,38,0.737,9,33,17,1,5,15,25,W
3697,alabama,kentucky,77,75,27,59,0.458,10,23,0.435,13,17,0.765,7,39,14,2,4,16,16,28,65,0.431,5,18,0.278,14,17,0.824,6,31,14,7,1,11,15,W
3700,georgia,kentucky,49,69,17,56,0.304,4,27,0.148,11,16,0.688,11,33,12,5,4,14,15,28,64,0.438,4,11,0.364,9,11,0.818,13,40,14,8,4,9,14,L
3701,auburn,kentucky,80,82,26,56,0.464,13,30,0.433,15,20,0.75,7,24,17,5,4,11,25,26,48,0.542,6,15,0.4,24,33,0.727,8,32,14,7,2,13,20,L
3705,florida,kentucky,54,65,22,63,0.349,5,19,0.263,5,10,0.5,11,32,7,7,6,9,15,23,56,0.411,6,21,0.286,13,16,0.813,12,42,13,4,2,12,12,L
3711,auburn,kentucky,53,80,19,58,0.328,8,27,0.296,7,11,0.636,5,21,8,6,1,9,12,30,55,0.545,11,24,0.458,9,12,0.75,8,42,15,5,7,10,10,L
3715,drexel,la-salle,89,84,26,57,0.456,3,14,0.214,34,40,0.85,9,31,10,2,0,8,17,32,66,0.485,11,24,0.458,9,12,0.75,12,36,15,5,3,14,25,W
3718,grand-canyon,la-salle,82,70,26,48,0.542,4,12,0.333,26,37,0.703,5,36,14,3,4,18,26,21,69,0.304,5,25,0.2,23,28,0.821,14,34,9,8,1,11,29,W
3720,bucknell,la-salle,92,79,29,52,0.558,11,24,0.458,23,32,0.719,5,29,21,8,5,18,28,22,65,0.338,6,22,0.273,29,35,0.829,13,33,11,13,5,18,28,W
3721,alabama-am,la-salle,57,80,21,66,0.318,5,22,0.227,10,19,0.526,14,31,9,15,2,15,16,28,53,0.528,9,25,0.36,15,17,0.882,5,35,19,7,5,19,16,L
3723,florida,la-salle,82,69,30,54,0.556,3,13,0.231,19,26,0.731,7,24,14,9,1,12,15,21,55,0.382,9,22,0.409,18,21,0.857,3,29,15,11,3,15,19,W
3726,george-washington,la-salle,59,56,23,53,0.434,5,18,0.278,8,12,0.667,6,33,9,3,1,18,13,22,64,0.344,5,32,0.156,7,10,0.7,11,31,9,12,4,11,11,W
3732,george-mason,la-salle,84,76,29,57,0.509,5,10,0.5,21,24,0.875,9,35,10,7,2,13,10,28,57,0.491,11,27,0.407,9,11,0.818,3,23,13,8,2,11,20,W
3733,duquesne,la-salle,72,73,27,60,0.45,5,21,0.238,13,19,0.684,8,27,12,11,3,15,18,29,63,0.46,8,23,0.348,7,11,0.636,16,36,12,8,4,17,21,L
3741,cornell,lafayette,63,58,22,60,0.367,7,24,0.292,12,21,0.571,1,30,9,3,3,6,16,24,67,0.358,3,17,0.176,7,11,0.636,13,49,9,4,6,13,18,W
3751,american,lafayette,79,84,25,54,0.463,7,15,0.467,22,31,0.71,11,40,12,7,1,19,19,26,56,0.464,6,17,0.353,26,32,0.813,5,28,15,8,5,9,22,L
3752,colgate,lafayette,57,47,21,49,0.429,3,13,0.231,12,16,0.75,2,33,11,7,1,13,10,18,54,0.333,8,24,0.333,3,4,0.75,0,23,10,6,6,11,17,W
3753,army,lafayette,69,63,25,55,0.455,6,22,0.273,13,19,0.684,6,33,14,11,2,12,14,23,53,0.434,9,22,0.409,8,8,1,1,28,10,2,3,17,17,W
3755,bucknell,lafayette,94,66,33,67,0.493,6,25,0.24,22,27,0.815,11,45,14,7,4,8,17,24,70,0.343,7,28,0.25,11,16,0.688,8,33,7,6,5,12,21,W
3756,boston-university,lafayette,72,79,29,67,0.433,7,17,0.412,7,11,0.636,12,32,10,2,2,6,14,31,57,0.544,10,23,0.435,7,13,0.538,6,30,15,2,7,7,13,L
3760,american,lafayette,68,70,27,54,0.5,4,12,0.333,10,13,0.769,4,29,10,7,3,12,16,26,58,0.448,5,18,0.278,13,15,0.867,4,25,10,4,4,12,13,L
3761,bucknell,lafayette,118,76,45,70,0.643,21,36,0.583,7,11,0.636,7,40,29,4,5,9,19,27,61,0.443,12,28,0.429,10,19,0.526,4,23,17,5,3,9,10,W
3763,east-carolina,lamar,84,78,28,62,0.452,6,24,0.25,22,36,0.611,10,35,17,8,7,12,18,30,69,0.435,3,16,0.188,15,20,0.75,8,38,9,8,3,15,24,W
3768,houston,lamar,79,56,28,60,0.467,9,32,0.281,14,17,0.824,10,40,16,3,7,14,21,20,66,0.303,4,21,0.19,12,25,0.48,20,36,11,8,3,10,16,W
3769,cal-state-bakersfield,lamar,86,65,34,61,0.557,8,20,0.4,10,12,0.833,5,22,17,8,9,13,29,18,47,0.383,3,12,0.25,26,39,0.667,8,25,9,5,3,23,15,W
3774,central-arkansas,lamar,75,68,26,49,0.531,12,23,0.522,11,16,0.688,6,24,23,4,3,16,21,22,58,0.379,5,15,0.333,19,27,0.704,14,31,12,5,0,13,18,W
3776,incarnate-word,lamar,81,87,30,58,0.517,8,18,0.444,13,15,0.867,6,27,20,7,1,15,20,29,54,0.537,7,18,0.389,22,32,0.688,7,28,16,12,3,14,16,L
3780,abilene-christian,lamar,75,64,25,59,0.424,5,15,0.333,20,26,0.769,9,33,14,7,3,10,25,20,61,0.328,3,17,0.176,21,29,0.724,17,44,9,2,4,15,22,W
3784,incarnate-word,lamar,58,76,21,45,0.467,3,16,0.188,13,15,0.867,4,22,7,6,1,17,15,30,63,0.476,7,20,0.35,9,13,0.692,12,31,12,10,3,9,17,L
3791,kansas-state,lehigh,77,58,27,65,0.415,6,20,0.3,17,21,0.81,12,40,19,9,2,11,14,22,56,0.393,6,21,0.286,8,11,0.727,6,30,14,9,0,15,21,W
3792,arkansas-state,lehigh,70,82,23,75,0.307,10,29,0.345,14,20,0.7,21,43,9,3,5,10,21,31,57,0.544,9,16,0.563,11,14,0.786,3,30,19,6,3,10,18,L
3797,lafayette,lehigh,83,86,30,60,0.5,14,29,0.483,9,11,0.818,4,19,20,6,2,9,19,28,48,0.583,11,14,0.786,19,20,0.95,2,25,15,1,1,14,16,L
3799,holy-cross,lehigh,94,99,34,61,0.557,12,21,0.571,14,23,0.609,3,33,20,5,5,11,19,31,65,0.477,15,33,0.455,22,30,0.733,7,34,12,4,1,9,20,L
3800,colgate,lehigh,91,78,36,67,0.537,11,30,0.367,8,13,0.615,7,29,23,11,3,5,11,32,62,0.516,9,20,0.45,5,7,0.714,8,35,16,3,2,15,16,W
3804,boston-university,lehigh,78,94,27,62,0.435,4,17,0.235,20,23,0.87,5,18,11,9,1,8,20,35,52,0.673,8,18,0.444,16,19,0.842,5,30,16,1,3,16,22,L
3805,lafayette,lehigh,86,93,30,60,0.5,12,28,0.429,14,17,0.824,4,28,16,6,4,17,20,34,63,0.54,9,23,0.391,16,20,0.8,3,25,6,10,4,12,19,L
3807,colgate,lehigh,84,62,30,65,0.462,9,24,0.375,15,17,0.882,9,31,26,11,7,7,13,24,50,0.48,7,20,0.35,7,11,0.636,6,30,16,3,5,21,18,W
3808,american,lehigh,76,83,29,67,0.433,6,22,0.273,12,18,0.667,9,29,11,10,4,10,16,27,58,0.466,12,26,0.462,17,26,0.654,7,42,15,4,3,13,17,L
3809,army,lehigh,70,75,27,64,0.422,12,33,0.364,4,10,0.4,6,33,19,8,2,10,15,25,60,0.417,6,22,0.273,19,24,0.792,6,30,14,2,1,8,23,L
3810,boston-university,lehigh,79,84,30,67,0.448,12,26,0.462,7,15,0.467,9,30,16,9,1,10,24,27,51,0.529,10,22,0.455,20,26,0.769,5,37,11,6,3,16,16,L
3811,army,lehigh,81,91,30,73,0.411,11,38,0.289,10,12,0.833,7,33,22,6,3,9,21,29,58,0.5,10,20,0.5,23,28,0.821,5,38,20,4,4,11,16,L
3812,holy-cross,lehigh,73,71,27,59,0.458,10,26,0.385,9,14,0.643,8,33,17,6,5,7,10,27,65,0.415,12,34,0.353,5,6,0.833,12,36,22,5,2,9,13,W
3819,georgetown,liberty,88,78,29,55,0.527,11,18,0.611,19,29,0.655,11,41,17,5,3,18,10,30,71,0.423,13,36,0.361,5,5,1,5,23,16,13,4,10,19,W
3821,alabama,liberty,84,75,26,50,0.52,7,17,0.412,25,39,0.641,5,28,11,8,6,11,17,25,57,0.439,11,23,0.478,14,17,0.824,6,29,11,2,3,15,27,W
3823,austin-peay,liberty,75,66,29,52,0.558,4,13,0.308,13,14,0.929,5,22,6,2,3,5,16,24,53,0.453,10,29,0.345,8,8,1,7,25,14,0,0,13,17,W
3824,alabama-state,liberty,55,73,18,45,0.4,9,19,0.474,10,21,0.476,5,19,10,7,0,17,20,27,58,0.466,8,24,0.333,11,15,0.733,6,25,12,12,0,7,20,L
3825,florida-gulf-coast,liberty,63,81,23,46,0.5,5,13,0.385,12,17,0.706,6,21,11,3,2,14,10,31,54,0.574,14,28,0.5,5,7,0.714,7,27,18,6,4,10,19,L
3828,kennesaw-state,liberty,41,62,11,45,0.244,0,5,0,19,22,0.864,8,23,4,7,3,14,13,23,51,0.451,9,23,0.391,7,9,0.778,11,33,17,8,5,15,16,L
3830,jacksonville,liberty,53,69,20,49,0.408,6,18,0.333,7,12,0.583,5,26,11,5,2,14,11,25,49,0.51,9,23,0.391,10,12,0.833,3,23,14,9,4,11,10,L
3843,belmont,lipscomb,76,74,30,68,0.441,12,30,0.4,4,6,0.667,4,34,21,7,7,11,14,28,68,0.412,7,26,0.269,11,14,0.786,8,39,11,5,4,13,13,W
3847,clemson,lipscomb,84,67,29,64,0.453,7,23,0.304,19,24,0.792,9,39,10,15,6,18,24,21,51,0.412,5,16,0.313,20,28,0.714,3,27,7,10,2,22,22,W
3848,jacksonville,lipscomb,74,77,26,59,0.441,9,20,0.45,13,17,0.765,4,29,14,12,7,18,17,30,61,0.492,8,20,0.4,9,18,0.5,7,35,17,8,2,16,14,L
3853,florida-gulf-coast,lipscomb,81,89,28,59,0.475,12,27,0.444,13,20,0.65,5,27,19,6,7,17,24,29,65,0.446,13,29,0.448,18,23,0.783,8,32,23,5,0,17,20,L
3855,liberty,lipscomb,59,79,22,59,0.373,4,22,0.182,11,13,0.846,8,25,7,3,1,12,14,31,56,0.554,9,18,0.5,8,14,0.571,9,33,16,9,3,10,17,L
3857,jacksonville,lipscomb,77,86,30,64,0.469,8,22,0.364,9,18,0.5,7,29,12,10,3,15,26,26,55,0.473,11,28,0.393,23,31,0.742,8,37,20,7,3,15,18,L
3858,liberty,lipscomb,74,66,26,53,0.491,6,21,0.286,16,23,0.696,6,32,13,1,0,11,17,21,57,0.368,3,18,0.167,21,23,0.913,8,32,9,4,3,12,22,W
3859,belmont,lipscomb,87,83,34,62,0.548,9,22,0.409,10,16,0.625,5,36,19,6,8,20,23,26,55,0.473,7,23,0.304,24,32,0.75,12,38,15,12,2,14,21,W
3860,florida-gulf-coast,lipscomb,67,61,22,56,0.393,5,23,0.217,18,21,0.857,6,38,8,4,10,14,18,20,68,0.294,7,22,0.318,14,18,0.778,12,36,10,7,4,11,18,W
3862,brown,long-island-university,81,83,27,56,0.482,8,18,0.444,19,31,0.613,6,37,17,7,9,15,26,25,67,0.373,8,30,0.267,25,36,0.694,11,37,8,8,5,15,28,L
3863,fairfield,long-island-university,87,89,31,61,0.508,10,23,0.435,15,21,0.714,12,37,19,6,3,12,19,31,60,0.517,13,25,0.52,14,20,0.7,6,24,17,8,4,9,14,L
3872,fordham,long-island-university,57,60,20,61,0.328,7,26,0.269,10,18,0.556,5,26,11,8,4,5,22,17,38,0.447,4,12,0.333,22,33,0.667,4,40,9,3,1,18,19,L
3877,bryant,long-island-university,70,79,23,58,0.397,7,17,0.412,17,23,0.739,7,25,9,10,5,16,23,30,63,0.476,9,28,0.321,10,18,0.556,14,35,17,9,4,14,17,L
3880,central-connecticut-state,long-island-university,71,84,27,66,0.409,5,21,0.238,12,12,1,8,31,14,8,2,15,24,30,62,0.484,8,26,0.308,16,21,0.762,10,38,15,11,7,13,14,L
3891,delaware-state,longwood,73,89,25,56,0.446,12,32,0.375,11,13,0.846,5,25,16,4,4,14,19,28,59,0.475,15,35,0.429,18,26,0.692,12,37,20,8,1,10,14,L
3897,duquesne,longwood,80,71,25,60,0.417,10,35,0.286,20,23,0.87,13,32,17,8,6,13,16,26,54,0.481,12,24,0.5,7,13,0.538,7,29,15,5,3,20,21,W
3900,citadel,longwood,94,110,31,73,0.425,13,45,0.289,19,25,0.76,12,32,17,9,4,14,17,36,64,0.563,16,32,0.5,22,25,0.88,9,34,23,9,2,16,23,L
3903,charleston-southern,longwood,101,91,33,64,0.516,14,31,0.452,21,26,0.808,9,31,16,7,5,11,19,28,56,0.5,14,28,0.5,21,25,0.84,5,25,15,8,2,13,23,W
3907,high-point,longwood,51,55,18,62,0.29,4,22,0.182,11,19,0.579,13,43,6,6,2,8,17,18,54,0.333,7,31,0.226,12,19,0.632,7,36,8,2,4,10,19,L
3911,gardner-webb,longwood,89,88,30,60,0.5,9,24,0.375,20,26,0.769,5,33,15,4,2,12,19,30,71,0.423,14,40,0.35,14,17,0.824,10,36,14,4,2,11,22,W
3912,campbell,longwood,83,62,24,50,0.48,17,33,0.515,18,20,0.9,3,18,18,4,0,11,18,22,53,0.415,9,27,0.333,9,10,0.9,6,24,9,5,0,13,15,W
3914,hampton,longwood,86,66,29,66,0.439,8,26,0.308,20,24,0.833,14,43,13,7,5,6,17,19,48,0.396,11,22,0.5,17,26,0.654,3,23,12,0,2,14,17,W
3915,campbell,longwood,74,72,23,45,0.511,11,24,0.458,17,19,0.895,2,22,8,7,5,15,15,25,54,0.463,8,26,0.308,14,17,0.824,8,26,10,10,0,13,17,W
3918,colorado-state,louisiana-lafayette,73,91,29,65,0.446,8,24,0.333,7,11,0.636,11,35,14,9,2,20,18,27,56,0.482,13,29,0.448,24,30,0.8,6,28,17,12,6,16,17,L
3928,arkansas-little-rock,louisiana-lafayette,61,75,17,42,0.405,8,17,0.471,19,28,0.679,4,25,8,1,2,23,23,24,56,0.429,10,27,0.37,17,21,0.81,10,28,13,5,3,17,22,L
3930,georgia-southern,louisiana-lafayette,85,87,32,70,0.457,6,28,0.214,15,23,0.652,12,36,9,10,3,13,19,28,61,0.459,13,30,0.433,18,22,0.818,9,38,18,7,6,17,23,L
3934,appalachian-state,louisiana-lafayette,104,77,38,76,0.5,11,30,0.367,17,21,0.81,11,37,18,12,0,9,16,28,62,0.452,5,27,0.185,16,20,0.8,9,36,7,6,2,21,18,W
3935,coastal-carolina,louisiana-lafayette,96,79,33,57,0.579,13,23,0.565,17,26,0.654,8,40,20,7,3,15,20,29,68,0.426,7,28,0.25,14,22,0.636,14,33,16,8,1,13,21,W
3936,georgia-southern,louisiana-lafayette,103,86,35,65,0.538,10,15,0.667,23,32,0.719,11,39,13,3,1,8,20,30,62,0.484,9,23,0.391,17,25,0.68,8,29,9,4,5,7,21,W
3939,georgia-state,louisiana-lafayette,89,76,31,59,0.525,13,25,0.52,14,24,0.583,8,31,16,11,3,12,16,28,69,0.406,12,29,0.414,8,12,0.667,12,34,18,6,5,6,18,W
3950,coppin-state,louisiana-monroe,63,80,26,58,0.448,8,20,0.4,3,7,0.429,8,31,13,4,3,15,22,26,52,0.5,13,25,0.52,15,21,0.714,3,26,15,6,0,9,15,L
3952,arkansas-little-rock,louisiana-monroe,84,97,31,50,0.62,12,22,0.545,10,19,0.526,5,27,18,2,5,18,15,35,63,0.556,17,33,0.515,10,12,0.833,5,25,21,7,1,7,14,L
3953,arkansas-state,louisiana-monroe,75,85,28,56,0.5,8,25,0.32,11,17,0.647,8,32,7,2,3,13,24,25,58,0.431,11,29,0.379,24,28,0.857,7,28,14,4,1,7,18,L
3954,georgia-southern,louisiana-monroe,79,78,28,60,0.467,10,25,0.4,13,19,0.684,8,32,10,10,2,14,14,27,62,0.435,12,31,0.387,12,13,0.923,9,38,13,7,2,16,16,W
3955,georgia-state,louisiana-monroe,74,73,29,65,0.446,9,28,0.321,7,12,0.583,7,28,10,10,1,11,15,22,57,0.386,8,31,0.258,21,23,0.913,12,42,12,8,2,16,13,W
3956,louisiana-lafayette,louisiana-monroe,95,99,30,65,0.462,10,23,0.435,25,34,0.735,9,32,22,8,4,11,19,33,67,0.493,12,30,0.4,21,25,0.84,7,34,19,5,2,13,23,L
3959,coastal-carolina,louisiana-monroe,92,81,27,51,0.529,11,21,0.524,27,34,0.794,7,27,16,7,0,8,22,24,53,0.453,13,29,0.448,20,26,0.769,9,26,14,5,0,10,20,W
3960,appalachian-state,louisiana-monroe,85,84,31,55,0.564,14,26,0.538,9,13,0.692,4,21,16,7,2,12,18,29,55,0.527,10,21,0.476,16,21,0.762,9,27,13,8,2,12,17,W
3961,georgia-state,louisiana-monroe,76,82,29,61,0.475,11,26,0.423,7,10,0.7,7,27,15,6,5,14,19,26,58,0.448,9,23,0.391,21,24,0.875,9,36,14,6,2,15,12,L
3962,georgia-southern,louisiana-monroe,79,88,30,54,0.556,8,15,0.533,11,13,0.846,2,22,15,2,7,11,20,29,58,0.5,9,20,0.45,21,27,0.778,11,32,10,5,1,7,14,L
3963,louisiana-lafayette,louisiana-monroe,83,76,29,58,0.5,6,21,0.286,19,24,0.792,8,30,15,4,5,11,17,28,59,0.475,8,24,0.333,12,17,0.706,10,32,15,8,4,12,19,W
3970,college-of-charleston,louisiana-state,55,67,18,53,0.34,5,24,0.208,14,22,0.636,11,30,8,6,1,11,14,27,52,0.519,6,20,0.3,7,10,0.7,4,32,18,7,1,12,18,L
3974,incarnate-word,louisiana-state,50,91,15,47,0.319,3,14,0.214,17,23,0.739,2,17,7,9,0,16,19,34,61,0.557,10,26,0.385,13,17,0.765,13,43,17,12,6,15,19,L
3975,florida-state,louisiana-state,79,76,29,76,0.382,9,26,0.346,12,17,0.706,19,38,15,11,1,12,15,21,57,0.368,5,26,0.192,29,38,0.763,9,31,10,9,4,16,27,W
3977,furman,louisiana-state,57,75,21,56,0.375,9,31,0.29,6,9,0.667,7,20,8,10,2,17,16,31,56,0.554,4,13,0.308,9,15,0.6,12,40,12,11,4,17,15,L
3978,louisiana-monroe,louisiana-state,69,81,23,59,0.39,9,24,0.375,14,16,0.875,10,30,9,6,3,17,14,32,61,0.525,8,21,0.381,9,16,0.563,12,35,18,12,6,14,16,L
3979,alabama,louisiana-state,79,88,25,62,0.403,7,24,0.292,22,26,0.846,13,33,14,6,2,15,20,28,57,0.491,10,15,0.667,22,27,0.815,12,34,15,8,8,16,19,L
3980,arkansas,louisiana-state,88,94,34,66,0.515,3,16,0.188,17,28,0.607,9,28,21,9,5,16,24,33,64,0.516,10,25,0.4,18,22,0.818,11,34,15,7,3,19,28,L
3986,arkansas,louisiana-state,90,89,35,60,0.583,13,24,0.542,7,11,0.636,4,20,18,7,3,16,29,26,59,0.441,5,24,0.208,32,38,0.842,17,41,11,8,3,21,18,W
3987,georgia,louisiana-state,82,92,30,56,0.536,8,17,0.471,14,18,0.778,6,29,13,5,1,17,22,35,64,0.547,3,11,0.273,19,25,0.76,13,34,12,8,1,17,21,L
3989,kentucky,louisiana-state,71,73,25,60,0.417,5,19,0.263,16,23,0.696,12,34,14,3,1,9,17,24,56,0.429,6,21,0.286,19,22,0.864,9,29,11,8,4,7,17,L
3990,auburn,louisiana-state,78,83,27,56,0.482,16,38,0.421,8,13,0.615,7,33,10,7,3,19,23,30,54,0.556,5,13,0.385,18,23,0.783,9,26,11,6,5,8,19,L
3991,florida,louisiana-state,82,77,30,65,0.462,11,30,0.367,11,13,0.846,14,34,12,9,2,13,22,27,63,0.429,7,22,0.318,16,25,0.64,18,38,9,6,3,14,16,W
3996,louisiana-state,louisiana-tech,74,67,29,64,0.453,5,24,0.208,11,19,0.579,11,33,11,8,7,7,12,24,61,0.393,11,28,0.393,8,13,0.615,12,35,8,6,3,17,19,W
3999,houston-baptist,louisiana-tech,78,85,28,61,0.459,7,20,0.35,15,18,0.833,6,28,18,7,4,13,21,29,64,0.453,4,19,0.211,23,27,0.852,16,39,17,5,7,12,13,L
4003,louisiana-lafayette,louisiana-tech,62,83,20,57,0.351,7,22,0.318,15,21,0.714,12,31,10,6,3,18,17,30,59,0.508,13,23,0.565,10,13,0.769,9,36,17,7,4,16,19,L
4008,alabama-birmingham,louisiana-tech,53,64,21,56,0.375,8,25,0.32,3,5,0.6,6,32,8,2,3,13,13,25,58,0.431,8,22,0.364,6,12,0.5,8,34,17,7,4,7,6,L
4014,florida-atlantic,louisiana-tech,69,61,20,56,0.357,5,23,0.217,24,30,0.8,12,43,10,6,4,10,14,20,58,0.345,9,26,0.346,12,18,0.667,8,31,7,4,2,10,21,W
4015,florida-international,louisiana-tech,75,69,29,70,0.414,12,31,0.387,5,10,0.5,7,34,20,6,6,8,10,28,70,0.4,8,27,0.296,5,8,0.625,12,44,13,4,5,11,13,W
