Game_Index,Home_Team,URL,HT_Pts,Opp_Pts,FG,FGA,FG_Pct,Three_Pt,Three_Pt_Attempts,Three_Pt_Pct,Free_Throws,Free_Throw_Attempts,Free_Throw_Pct,Offensive_Rebounds,Total_Rebounds,Assists,Steals,Blocks,Turnovers,Personal_Fouls,FG_Opp,FGA_Opp,FG_Pct_Opp,Three_Pt_Opp,Three_Pt_Attempts_Opp,Three_Pt_Pct_Opp,Free_Throws_Opp,Free_Throw_Attempts_Opp,Free_Throw_Pct_Opp,Offensive_Rebounds_Opp,Total_Rebounds_Opp,Assists_Opp,Steals_Opp,Blocks_Opp,Turnovers_Opp,Personal_Fouls_Opp,Result
493,alabama,auburn,63,84,21,47,0.447,8,19,0.421,13,18,0.722,7,26,12,4,3,21,16,30,58,0.517,13,22,0.591,11,14,0.786,8,28,15,13,3,13,18,L
498,arkansas,auburn,56,79,19,58,0.328,4,26,0.154,14,24,0.583,10,30,9,10,3,14,13,26,54,0.481,17,33,0.515,10,20,0.5,8,37,16,11,6,20,24,L
510,arkansas,austin-peay,76,65,27,62,0.435,7,17,0.412,15,24,0.625,11,27,21,14,5,11,21,24,59,0.407,4,25,0.16,13,20,0.65,15,40,11,4,4,17,22,W
530,alabama,ball-state,79,61,33,65,0.508,7,19,0.368,6,9,0.667,7,30,22,4,5,14,22,22,49,0.449,3,12,0.25,14,22,0.636,4,27,11,5,8,15,18,W
531,appalachian-state,ball-state,86,94,30,72,0.417,7,20,0.35,19,25,0.76,11,38,11,5,2,19,31,28,59,0.475,5,18,0.278,33,43,0.767,8,38,16,7,6,16,20,L
666,alabama-state,boise-state,57,67,22,59,0.373,9,25,0.36,4,9,0.444,10,31,10,5,2,12,19,22,49,0.449,8,23,0.348,15,20,0.75,8,36,14,5,3,13,15,L
676,air-force,boise-state,74,60,26,48,0.542,5,16,0.313,17,21,0.81,8,39,14,1,4,16,18,20,55,0.364,5,25,0.2,15,23,0.652,5,21,4,7,4,6,19,W
713,albany-ny,boston-university,61,71,20,59,0.339,5,20,0.25,16,22,0.727,12,31,14,7,3,8,13,28,55,0.509,10,22,0.455,5,11,0.455,11,38,18,3,4,14,21,L
723,american,boston-university,86,74,33,54,0.611,5,17,0.294,15,20,0.75,5,24,12,7,3,14,20,29,53,0.547,4,14,0.286,12,18,0.667,8,24,15,7,1,15,21,W
725,army,boston-university,86,82,31,62,0.5,11,26,0.423,13,22,0.591,5,28,13,5,3,9,15,33,62,0.532,7,18,0.389,9,12,0.75,5,34,15,2,5,13,20,W
729,american,boston-university,70,66,26,50,0.52,6,17,0.353,12,15,0.8,3,19,15,12,5,11,17,27,53,0.509,3,10,0.3,9,15,0.6,10,30,6,6,2,18,15,W
735,army,boston-university,71,61,26,49,0.531,7,18,0.389,12,15,0.8,3,31,16,5,0,12,11,25,57,0.439,6,21,0.286,5,10,0.5,5,24,10,8,3,12,15,W
761,ball-state,bowling-green-state,78,79,27,56,0.482,5,16,0.313,19,25,0.76,6,34,6,8,3,16,25,24,53,0.453,8,20,0.4,23,28,0.821,7,32,10,10,6,12,15,L
763,akron,bowling-green-state,69,73,26,70,0.371,10,32,0.313,7,10,0.7,9,39,13,4,3,10,17,27,66,0.409,8,25,0.32,11,16,0.688,9,44,10,5,2,12,15,L
798,army,brown,66,86,26,73,0.356,9,37,0.243,5,9,0.556,10,29,16,7,0,11,28,27,54,0.5,9,22,0.409,23,32,0.719,11,46,16,8,6,18,17,L
822,brown,bryant,84,60,31,56,0.554,7,20,0.35,15,21,0.714,8,42,15,8,10,17,15,21,72,0.292,5,24,0.208,13,17,0.765,16,36,5,11,6,10,20,W
858,boston-university,bucknell,87,80,32,67,0.478,7,19,0.368,16,18,0.889,12,35,17,9,2,9,15,31,58,0.534,8,22,0.364,10,15,0.667,6,29,17,4,6,11,20,W
860,american,bucknell,54,55,21,59,0.356,4,17,0.235,8,14,0.571,4,30,11,9,7,11,16,20,51,0.392,5,19,0.263,10,18,0.556,4,34,12,3,5,13,16,L
864,american,bucknell,76,68,20,41,0.488,4,14,0.286,32,45,0.711,3,35,10,4,4,12,23,21,63,0.333,8,27,0.296,18,25,0.72,10,33,14,2,2,8,28,W
868,boston-university,bucknell,76,82,27,67,0.403,10,26,0.385,12,18,0.667,5,24,16,9,2,9,19,29,60,0.483,10,27,0.37,14,18,0.778,9,37,20,6,5,13,17,L
892,ball-state,buffalo,59,83,21,65,0.323,2,23,0.087,15,22,0.682,14,47,4,6,3,18,22,32,74,0.432,7,31,0.226,12,24,0.5,15,50,17,7,3,8,19,L
895,akron,buffalo,70,76,29,65,0.446,8,27,0.296,4,7,0.571,8,26,13,9,3,14,20,24,52,0.462,7,24,0.292,21,26,0.808,9,36,6,7,1,18,15,L
941,arizona,california,87,65,32,57,0.561,8,19,0.421,15,17,0.882,7,33,15,3,7,12,20,20,58,0.345,8,23,0.348,17,24,0.708,10,23,7,5,1,11,17,W
951,arizona,california,76,51,27,55,0.491,11,31,0.355,11,17,0.647,6,34,21,6,2,11,16,17,56,0.304,6,26,0.231,11,16,0.688,9,29,7,8,4,12,20,W
952,arizona-state,california,69,59,23,55,0.418,7,21,0.333,16,21,0.762,11,34,12,7,2,10,12,20,54,0.37,9,20,0.45,10,12,0.833,9,29,11,6,5,14,16,W
962,arizona,california-davis,70,68,24,51,0.471,6,18,0.333,16,25,0.64,8,28,10,1,1,8,21,26,51,0.51,4,11,0.364,12,20,0.6,5,25,11,3,4,8,24,W
988,butler,california-irvine,71,54,21,51,0.412,9,17,0.529,20,23,0.87,6,31,10,3,3,13,20,18,51,0.353,2,17,0.118,16,21,0.762,8,28,4,7,3,14,20,W
991,california-davis,california-irvine,69,71,25,61,0.41,5,16,0.313,14,25,0.56,6,34,10,3,2,12,28,23,58,0.397,4,24,0.167,21,34,0.618,8,38,12,7,5,11,26,L
1012,belmont,ucla,74,72,27,68,0.397,11,32,0.344,9,14,0.643,11,41,19,6,3,11,20,26,61,0.426,8,28,0.286,12,28,0.429,12,42,12,5,5,13,15,W
1017,california,ucla,83,98,29,69,0.42,4,20,0.2,21,25,0.84,11,33,9,17,4,18,25,34,64,0.531,9,23,0.391,21,30,0.7,12,41,18,10,3,22,19,L
1027,california,ucla,67,75,23,68,0.338,6,22,0.273,15,19,0.789,10,31,13,11,4,13,23,23,59,0.39,10,29,0.345,19,30,0.633,12,43,14,3,5,19,15,L
1037,bethune-cookman,cal-poly,78,80,31,74,0.419,4,18,0.222,12,17,0.706,16,46,12,3,2,14,19,29,63,0.46,7,28,0.25,15,22,0.682,5,29,11,7,9,7,15,L
1038,california,cal-poly,67,66,21,48,0.438,5,17,0.294,20,24,0.833,7,28,7,7,3,10,19,22,52,0.423,10,27,0.37,12,15,0.8,8,30,10,2,2,15,18,W
1050,california-davis,cal-poly,63,53,24,46,0.522,5,15,0.333,10,14,0.714,2,25,12,2,8,15,11,22,55,0.4,5,19,0.263,4,5,0.8,6,27,10,8,5,14,15,W
1053,california-irvine,cal-poly,74,47,29,52,0.558,6,15,0.4,10,14,0.714,6,37,12,5,2,10,18,18,61,0.295,2,16,0.125,9,13,0.692,11,28,5,2,0,9,16,W
1060,abilene-christian,california-riverside,60,48,22,53,0.415,4,10,0.4,12,19,0.632,14,32,10,6,1,6,15,18,46,0.391,3,14,0.214,9,15,0.6,9,29,6,2,2,15,20,W
1065,air-force,california-riverside,72,60,25,45,0.556,8,16,0.5,14,19,0.737,6,30,10,5,2,15,14,22,52,0.423,9,24,0.375,7,10,0.7,4,19,10,6,1,12,16,W
1071,cal-poly,california-riverside,51,74,20,59,0.339,8,32,0.25,3,6,0.5,5,20,11,6,3,6,11,29,58,0.5,10,20,0.5,6,7,0.857,13,43,16,3,0,14,10,L
1073,cal-poly,california-riverside,71,45,27,52,0.519,12,22,0.545,5,9,0.556,4,24,17,1,3,7,12,17,47,0.362,2,15,0.133,9,11,0.818,6,24,10,4,9,8,17,W
1076,california-davis,california-riverside,84,71,26,49,0.531,9,18,0.5,23,23,1,7,23,17,10,2,11,16,26,45,0.578,11,17,0.647,8,12,0.667,4,24,15,4,0,19,21,W
1087,arkansas-pine-bluff,california-santa-barbara,45,55,18,54,0.333,7,16,0.438,2,5,0.4,5,23,7,4,1,10,20,20,44,0.455,3,12,0.25,12,20,0.6,8,35,11,0,5,12,14,L
1092,cal-poly,california-santa-barbara,56,65,23,61,0.377,7,25,0.28,3,7,0.429,7,27,11,2,6,8,19,24,60,0.4,7,21,0.333,10,16,0.625,12,39,15,3,3,10,17,L
1093,california-riverside,california-santa-barbara,64,72,26,58,0.448,9,21,0.429,3,6,0.5,13,36,15,1,3,13,16,27,55,0.491,4,13,0.308,14,19,0.737,8,26,15,3,2,6,11,L
1094,california-davis,california-santa-barbara,58,69,23,48,0.479,4,15,0.267,8,12,0.667,2,20,8,9,2,11,16,24,54,0.444,11,24,0.458,10,13,0.769,11,33,13,7,1,14,14,L
1097,california-irvine,california-santa-barbara,66,62,28,61,0.459,4,14,0.286,6,8,0.75,9,41,12,1,7,11,16,23,68,0.338,6,22,0.273,10,16,0.625,12,35,14,4,2,7,14,W
1101,california-davis,california-santa-barbara,61,57,22,51,0.431,6,18,0.333,11,12,0.917,4,24,9,6,1,11,17,19,48,0.396,4,22,0.182,15,20,0.75,5,21,4,4,4,14,15,W
1102,california-irvine,california-santa-barbara,83,70,29,60,0.483,5,17,0.294,20,24,0.833,11,34,10,9,6,10,19,24,59,0.407,7,22,0.318,15,19,0.789,8,24,10,6,2,13,20,W
1133,cal-poly,fresno-state,67,76,24,64,0.375,10,28,0.357,9,11,0.818,14,36,11,5,2,13,21,22,49,0.449,9,24,0.375,23,29,0.793,7,28,10,7,7,7,12,L
1136,california,fresno-state,73,95,28,57,0.491,3,15,0.2,14,18,0.778,5,23,10,7,5,13,28,29,57,0.509,8,21,0.381,29,38,0.763,10,33,17,8,3,13,17,L
1143,boise-state,fresno-state,53,63,21,51,0.412,4,21,0.19,7,8,0.875,6,18,8,4,3,16,15,23,52,0.442,7,23,0.304,10,12,0.833,7,28,10,6,5,16,13,L
1150,boise-state,fresno-state,63,65,22,60,0.367,3,17,0.176,16,17,0.941,9,33,8,8,0,9,21,21,47,0.447,9,28,0.321,14,20,0.7,6,31,10,5,5,12,14,L
1152,air-force,fresno-state,64,61,23,56,0.411,10,31,0.323,8,19,0.421,4,37,10,7,4,12,16,20,57,0.351,12,31,0.387,9,12,0.75,4,38,9,9,3,15,22,W
1154,arizona-state,cal-state-fullerton,102,94,33,78,0.423,10,26,0.385,26,44,0.591,18,56,11,3,2,17,26,34,74,0.459,7,24,0.292,19,26,0.731,4,34,7,7,3,17,36,W
1167,california-irvine,cal-state-fullerton,63,46,25,58,0.431,6,16,0.375,7,8,0.875,6,40,13,6,6,11,17,17,54,0.315,0,11,0,12,19,0.632,5,31,3,3,2,12,8,W
1168,california-riverside,cal-state-fullerton,61,69,24,51,0.471,4,16,0.25,9,12,0.75,4,28,10,2,1,14,16,23,46,0.5,10,22,0.455,13,20,0.65,2,25,14,5,2,9,12,L
1170,california-santa-barbara,cal-state-fullerton,60,81,20,60,0.333,8,28,0.286,12,22,0.545,9,31,9,2,1,7,14,32,58,0.552,4,13,0.308,13,14,0.929,3,34,14,4,1,5,18,L
1171,cal-poly,cal-state-fullerton,63,80,27,64,0.422,6,22,0.273,3,9,0.333,10,25,10,5,2,8,23,26,46,0.565,2,10,0.2,26,35,0.743,11,37,9,4,5,10,15,L
1173,california-irvine,cal-state-fullerton,60,53,21,50,0.42,7,19,0.368,11,14,0.786,7,35,15,4,3,19,22,17,53,0.321,4,14,0.286,15,21,0.714,8,29,4,10,2,17,19,W
1174,california-riverside,cal-state-fullerton,54,77,22,64,0.344,4,22,0.182,6,14,0.429,12,32,11,6,1,12,17,27,53,0.509,8,13,0.615,15,19,0.789,5,30,18,5,7,11,14,L
1177,california-davis,cal-state-fullerton,58,62,22,53,0.415,6,18,0.333,8,16,0.5,5,31,9,4,1,10,17,23,55,0.418,6,18,0.333,10,14,0.714,7,37,12,4,2,13,14,L
1178,california-santa-barbara,cal-state-fullerton,82,67,27,54,0.5,8,18,0.444,20,27,0.741,9,37,16,8,4,14,16,25,56,0.446,6,13,0.462,11,18,0.611,4,21,11,7,0,12,19,W
1180,arizona-state,long-beach-state,90,58,29,65,0.446,5,16,0.313,27,36,0.75,16,58,17,7,7,17,23,17,62,0.274,9,31,0.29,15,24,0.625,7,26,14,11,4,15,27,W
1195,cal-state-fullerton,long-beach-state,92,90,32,62,0.516,5,15,0.333,23,33,0.697,8,38,14,14,3,18,23,33,73,0.452,7,23,0.304,17,26,0.654,12,39,11,10,5,18,25,W
1201,cal-poly,long-beach-state,68,76,25,72,0.347,5,21,0.238,13,21,0.619,14,36,6,12,4,10,28,21,51,0.412,4,9,0.444,30,41,0.732,9,40,12,5,4,15,16,L
1202,california-davis,long-beach-state,77,82,28,58,0.483,11,24,0.458,10,14,0.714,10,26,13,9,0,18,33,31,62,0.5,3,16,0.188,17,23,0.739,3,22,17,2,2,14,23,L
1203,california-davis,long-beach-state,77,73,28,58,0.483,12,27,0.444,9,16,0.563,9,32,20,3,1,14,21,27,50,0.54,4,14,0.286,15,26,0.577,5,30,12,4,1,13,20,W
1204,california-irvine,long-beach-state,70,80,28,70,0.4,7,25,0.28,7,10,0.7,14,37,16,0,1,10,22,29,81,0.358,9,28,0.321,13,17,0.765,22,45,11,7,2,11,12,L
1205,california-riverside,long-beach-state,67,71,29,68,0.426,8,26,0.308,1,2,0.5,8,35,15,9,4,12,20,24,67,0.358,5,19,0.263,18,22,0.818,14,43,10,3,2,11,10,L
1221,california-riverside,cal-state-northridge,83,84,27,58,0.466,14,30,0.467,15,16,0.938,5,28,21,6,1,10,23,29,55,0.527,9,16,0.563,17,28,0.607,8,29,16,6,2,9,16,L
1224,california-irvine,cal-state-northridge,74,68,24,67,0.358,11,25,0.44,15,22,0.682,22,44,15,4,2,10,17,28,60,0.467,9,20,0.45,3,11,0.273,6,25,15,6,6,8,20,W
1225,long-beach-state,cal-state-northridge,71,86,28,58,0.483,8,16,0.5,7,8,0.875,6,24,17,6,3,15,15,33,65,0.508,8,21,0.381,12,14,0.857,9,30,19,10,4,9,14,L
1227,cal-poly,cal-state-northridge,65,83,24,61,0.393,7,21,0.333,10,22,0.455,14,38,8,2,4,7,19,28,62,0.452,7,16,0.438,20,23,0.87,9,34,13,3,5,3,19,L
1228,california-santa-barbara,cal-state-northridge,70,64,22,48,0.458,6,16,0.375,20,26,0.769,11,36,11,2,4,14,15,27,62,0.435,1,21,0.048,9,16,0.563,10,27,14,6,0,8,21,W
1229,california-davis,cal-state-northridge,76,59,27,56,0.482,12,25,0.48,10,11,0.909,5,33,20,8,3,9,14,21,53,0.396,7,18,0.389,10,16,0.625,3,25,11,6,7,10,13,W
1230,cal-state-fullerton,cal-state-northridge,78,71,28,63,0.444,5,17,0.294,17,23,0.739,13,41,13,2,7,13,17,25,69,0.362,7,22,0.318,14,23,0.609,16,41,12,7,3,14,21,W
1231,cal-poly,cal-state-northridge,74,78,25,73,0.342,13,38,0.342,11,16,0.688,11,41,9,5,8,12,19,29,58,0.5,7,19,0.368,13,17,0.765,8,37,12,6,5,18,19,L
1232,california-davis,cal-state-northridge,76,81,23,61,0.377,9,24,0.375,21,24,0.875,8,30,12,6,2,15,23,28,61,0.459,10,23,0.435,15,26,0.577,9,36,13,5,7,15,22,L
1234,cal-state-fullerton,sacramento-state,82,87,32,66,0.485,2,19,0.105,16,24,0.667,6,35,15,13,3,18,24,31,72,0.431,6,19,0.316,19,29,0.655,15,46,20,9,2,20,21,L
1235,california-davis,sacramento-state,55,58,22,59,0.373,7,16,0.438,4,10,0.4,8,31,8,11,4,19,18,20,49,0.408,4,14,0.286,14,24,0.583,7,23,9,5,0,12,21,L
1236,cal-state-northridge,sacramento-state,68,88,24,62,0.387,4,15,0.267,16,23,0.696,13,29,11,8,3,15,18,33,60,0.55,4,15,0.267,18,21,0.857,11,39,11,9,1,17,21,L
1258,austin-peay,campbell,72,78,29,57,0.509,6,21,0.286,8,8,1,9,31,13,9,6,17,15,28,55,0.509,12,24,0.5,10,15,0.667,5,23,17,8,1,15,12,L
1262,austin-peay,campbell,88,75,31,62,0.5,7,20,0.35,19,28,0.679,8,37,12,9,2,12,23,25,56,0.446,9,26,0.346,16,24,0.667,5,30,9,6,5,16,26,W
1279,bucknell,canisius,73,82,26,53,0.491,10,26,0.385,11,20,0.55,4,27,14,4,6,15,22,26,57,0.456,10,22,0.455,20,25,0.8,6,31,13,8,4,12,21,L
1280,albany-ny,canisius,75,66,25,47,0.532,8,18,0.444,17,25,0.68,6,33,17,5,1,17,19,23,60,0.383,6,30,0.2,14,25,0.56,8,29,12,11,2,8,24,W
1284,alabama-birmingham,canisius,68,58,26,54,0.481,5,17,0.294,11,15,0.733,11,32,9,9,3,22,22,19,53,0.358,4,20,0.2,16,20,0.8,7,23,11,9,3,20,18,W
1292,brown,canisius,97,90,35,70,0.5,10,25,0.4,17,28,0.607,12,38,17,12,2,18,23,32,65,0.492,13,33,0.394,13,22,0.591,8,31,15,6,8,22,26,W
1303,buffalo,canisius,87,72,33,66,0.5,11,25,0.44,10,17,0.588,11,40,15,3,4,13,17,25,54,0.463,10,25,0.4,12,18,0.667,5,23,18,10,8,13,16,W
1312,arkansas-little-rock,central-arkansas,65,78,27,66,0.409,7,25,0.28,4,21,0.19,14,39,14,9,2,16,20,27,53,0.509,10,20,0.5,14,19,0.737,4,36,17,5,2,17,20,L
1314,arkansas-little-rock,central-arkansas,82,85,30,47,0.638,4,11,0.364,18,21,0.857,4,22,17,8,1,19,15,31,65,0.477,12,32,0.375,11,13,0.846,16,29,15,5,1,14,19,L
1325,abilene-christian,central-arkansas,79,56,28,60,0.467,6,20,0.3,17,24,0.708,10,35,18,10,6,12,21,15,50,0.3,4,20,0.2,22,30,0.733,8,31,7,7,3,20,16,W
1350,bryant,central-connecticut-state,63,60,22,53,0.415,9,25,0.36,10,13,0.769,5,30,10,5,4,8,12,25,62,0.403,5,19,0.263,5,6,0.833,11,36,8,1,5,10,14,W
1353,bryant,central-connecticut-state,59,64,21,66,0.318,8,31,0.258,9,13,0.692,11,34,6,6,1,11,20,20,56,0.357,7,18,0.389,17,21,0.81,14,44,12,1,2,16,15,L
1397,akron,central-michigan,86,88,33,75,0.44,10,35,0.286,10,13,0.769,12,37,12,4,3,7,17,34,68,0.5,9,22,0.409,11,15,0.733,10,32,15,5,2,11,14,L
1401,akron,central-michigan,70,67,24,65,0.369,5,27,0.185,17,23,0.739,12,43,12,5,5,13,17,24,62,0.387,9,22,0.409,10,19,0.526,12,41,12,3,0,9,19,W
1405,buffalo,central-michigan,90,76,34,62,0.548,8,24,0.333,14,22,0.636,8,32,23,11,5,15,17,26,60,0.433,10,28,0.357,14,21,0.667,9,32,12,10,0,21,23,W
1406,ball-state,central-michigan,83,72,35,61,0.574,5,15,0.333,8,9,0.889,3,27,8,6,2,12,15,25,63,0.397,10,27,0.37,12,18,0.667,12,36,14,6,3,15,21,W
1409,ball-state,central-michigan,57,64,22,56,0.393,3,17,0.176,10,13,0.769,6,32,14,8,6,21,19,24,65,0.369,6,19,0.316,10,20,0.5,16,45,5,12,3,17,13,L
1477,cal-state-bakersfield,chicago-state,86,73,32,71,0.451,10,27,0.37,12,18,0.667,11,31,12,7,2,6,20,22,46,0.478,6,16,0.375,23,27,0.852,3,27,14,1,2,14,19,W
1482,cal-state-bakersfield,chicago-state,75,62,29,55,0.527,6,15,0.4,11,17,0.647,10,35,14,3,2,10,18,20,54,0.37,7,13,0.538,15,20,0.75,8,26,14,3,2,11,18,W
1492,arkansas-pine-bluff,cincinnati,49,105,16,50,0.32,4,21,0.19,13,17,0.765,9,25,11,7,0,29,19,41,64,0.641,11,19,0.579,12,18,0.667,8,30,19,13,6,14,17,L
1511,central-florida,cincinnati,55,60,21,45,0.467,9,20,0.45,4,7,0.571,4,19,11,4,5,15,11,21,52,0.404,7,14,0.5,11,12,0.917,10,25,13,3,4,13,13,L
1535,citadel,clemson,80,100,26,58,0.448,10,27,0.37,18,25,0.72,2,23,7,7,0,14,19,34,61,0.557,11,26,0.423,21,25,0.84,6,37,20,8,4,12,20,L
1560,boston-college,clemson,66,76,25,61,0.41,7,25,0.28,9,13,0.692,12,32,8,3,1,13,16,27,52,0.519,8,17,0.471,14,18,0.778,6,30,15,8,3,12,11,L
1590,campbell,coastal-carolina,75,85,24,54,0.444,6,28,0.214,21,35,0.6,8,24,13,8,3,11,22,27,46,0.587,6,16,0.375,25,34,0.735,5,28,14,5,0,15,24,L
1600,college-of-charleston,coastal-carolina,73,71,28,64,0.438,5,23,0.217,12,16,0.75,9,31,13,7,1,6,8,29,56,0.518,9,23,0.391,4,5,0.8,4,30,14,3,2,14,15,W
1605,appalachian-state,coastal-carolina,72,89,21,53,0.396,12,32,0.375,18,23,0.783,6,27,10,8,1,16,17,29,58,0.5,10,21,0.476,21,27,0.778,9,37,18,13,1,14,21,L
1606,arkansas-little-rock,coastal-carolina,71,72,25,55,0.455,5,18,0.278,16,21,0.762,11,30,11,3,4,15,17,24,56,0.429,11,27,0.407,13,19,0.684,13,34,12,3,2,17,23,L
1607,arkansas-state,coastal-carolina,64,77,22,54,0.407,5,23,0.217,15,24,0.625,11,32,15,10,4,18,15,28,58,0.483,10,21,0.476,11,18,0.611,9,30,13,12,3,19,22,L
1612,appalachian-state,coastal-carolina,88,79,29,54,0.537,8,21,0.381,22,36,0.611,11,38,10,4,5,14,20,26,68,0.382,5,22,0.227,22,24,0.917,13,34,7,8,2,11,29,W
1628,american,colgate,69,73,25,50,0.5,8,21,0.381,11,17,0.647,4,24,12,8,2,14,18,27,58,0.466,7,19,0.368,12,17,0.706,10,32,19,5,2,12,13,L
1631,army,colgate,91,81,31,52,0.596,12,22,0.545,17,25,0.68,3,27,14,7,0,12,14,32,68,0.471,13,27,0.481,4,7,0.571,13,33,13,8,2,14,19,W
1632,boston-university,colgate,56,77,20,54,0.37,7,24,0.292,9,10,0.9,8,29,11,3,1,12,16,28,56,0.5,7,19,0.368,14,18,0.778,9,34,12,7,4,6,15,L
1635,army,colgate,56,76,19,50,0.38,9,29,0.31,9,13,0.692,3,21,14,5,0,10,11,30,54,0.556,8,20,0.4,8,10,0.8,5,33,14,8,4,10,15,L
1636,boston-university,colgate,76,68,27,53,0.509,7,18,0.389,15,18,0.833,6,24,14,6,1,6,20,23,47,0.489,8,21,0.381,14,16,0.875,7,25,15,0,4,16,19,W
1640,american,colgate,81,83,28,62,0.452,8,23,0.348,17,19,0.895,7,32,15,7,9,12,15,30,58,0.517,13,24,0.542,10,15,0.667,4,26,22,10,4,9,16,L
