Game_Index,Home_Team,URL,HT_Pts,Opp_Pts,FG,FGA,FG_Pct,Three_Pt,Three_Pt_Attempts,Three_Pt_Pct,Free_Throws,Free_Throw_Attempts,Free_Throw_Pct,Offensive_Rebounds,Total_Rebounds,Assists,Steals,Blocks,Turnovers,Personal_Fouls,FG_Opp,FGA_Opp,FG_Pct_Opp,Three_Pt_Opp,Three_Pt_Attempts_Opp,Three_Pt_Pct_Opp,Free_Throws_Opp,Free_Throw_Attempts_Opp,Free_Throw_Pct_Opp,Offensive_Rebounds_Opp,Total_Rebounds_Opp,Assists_Opp,Steals_Opp,Blocks_Opp,Turnovers_Opp,Personal_Fouls_Opp,Result
6754,saint-marys-ca,pepperdine,77,84,30,70,0.429,7,32,0.219,10,17,0.588,13,31,9,7,3,9,21,25,52,0.481,11,19,0.579,23,25,0.92,7,33,14,3,4,12,18,L
6756,saint-marys-ca,pacific,78,66,24,46,0.522,10,17,0.588,20,28,0.714,10,30,7,3,1,7,17,23,46,0.5,6,11,0.545,14,20,0.7,4,17,7,2,2,10,19,W
6757,saint-marys-ca,gonzaga,46,94,15,58,0.259,1,13,0.077,15,19,0.789,8,25,1,3,2,10,14,35,60,0.583,8,18,0.444,16,20,0.8,8,36,22,9,6,6,16,L
6759,saint-marys-ca,pepperdine,72,65,22,48,0.458,10,23,0.435,18,24,0.75,9,30,8,3,2,11,19,22,49,0.449,8,21,0.381,13,14,0.929,3,24,10,7,3,9,19,W
6760,saint-marys-ca,pacific,58,32,22,48,0.458,8,19,0.421,6,10,0.6,6,39,10,5,4,10,16,10,48,0.208,2,11,0.182,10,16,0.625,6,25,2,6,2,8,12,W
6762,saint-peters,lafayette,93,86,32,71,0.451,12,33,0.364,17,22,0.773,14,41,13,3,4,10,20,28,66,0.424,14,34,0.412,16,19,0.842,10,34,12,2,0,15,25,W
6763,saint-peters,delaware,75,78,28,69,0.406,7,24,0.292,12,16,0.75,11,30,11,12,8,16,25,25,54,0.463,9,20,0.45,19,25,0.76,10,34,11,5,6,23,19,L
6766,saint-peters,north-texas,66,75,24,50,0.48,5,19,0.263,13,17,0.765,6,24,10,9,5,15,20,25,53,0.472,6,16,0.375,19,27,0.704,11,28,12,8,4,14,14,L
6767,saint-peters,auburn,49,99,14,52,0.269,6,22,0.273,15,21,0.714,10,34,8,9,6,26,19,36,75,0.48,15,31,0.484,12,20,0.6,15,41,25,16,8,13,17,L
6768,saint-peters,maine,63,59,20,52,0.385,7,18,0.389,16,25,0.64,11,33,10,7,5,15,22,25,57,0.439,13,32,0.406,8,15,0.533,6,30,21,4,0,8,15,W
6771,saint-peters,st-francis-ny,53,56,19,46,0.413,4,12,0.333,11,18,0.611,4,27,9,3,7,16,19,17,53,0.321,11,28,0.393,11,18,0.611,9,33,11,6,3,13,16,L
6773,saint-peters,hampton,83,80,30,61,0.492,7,16,0.438,16,24,0.667,11,33,14,3,8,11,22,24,61,0.393,10,26,0.385,22,27,0.815,10,33,14,3,2,11,24,W
6775,saint-peters,monmouth,44,61,15,45,0.333,5,20,0.25,9,14,0.643,8,25,7,7,5,22,24,17,38,0.447,5,10,0.5,22,30,0.733,7,33,9,6,1,20,16,L
6776,saint-peters,fairfield,57,60,20,53,0.377,9,26,0.346,8,13,0.615,11,28,13,10,2,15,14,25,48,0.521,5,13,0.385,5,9,0.556,6,29,16,7,2,15,15,L
6777,saint-peters,marist,72,63,18,45,0.4,6,22,0.273,30,39,0.769,11,34,8,3,3,14,19,22,49,0.449,5,21,0.238,14,23,0.609,4,19,11,10,1,8,25,W
6778,saint-peters,manhattan,56,58,14,42,0.333,2,14,0.143,26,28,0.929,8,28,6,6,2,12,14,24,50,0.48,6,18,0.333,4,9,0.444,7,23,14,11,2,12,21,L
6779,saint-peters,niagara,74,72,27,51,0.529,7,13,0.538,13,17,0.765,9,32,10,5,5,13,17,24,48,0.5,6,19,0.316,29,34,0.853,6,21,14,13,4,14,17,W
6780,saint-peters,quinnipiac,58,77,23,54,0.426,5,16,0.313,7,10,0.7,6,24,11,2,3,10,23,23,52,0.442,14,35,0.4,14,20,0.7,10,37,13,9,3,14,14,L
6782,saint-peters,manhattan,50,64,15,40,0.375,2,10,0.2,18,26,0.692,11,35,5,5,6,21,23,19,48,0.396,8,21,0.381,18,25,0.72,5,22,10,13,4,12,27,L
6783,saint-peters,monmouth,51,53,16,42,0.381,9,27,0.333,10,13,0.769,3,25,10,5,11,17,21,14,47,0.298,3,11,0.273,22,25,0.88,6,27,4,6,1,12,14,L
6784,saint-peters,canisius,60,64,21,48,0.438,5,17,0.294,13,16,0.813,9,29,9,6,5,16,11,25,52,0.481,9,24,0.375,5,6,0.833,2,16,14,8,3,9,15,L
6785,saint-peters,iona,46,62,18,53,0.34,8,20,0.4,2,7,0.286,6,30,9,2,10,13,10,23,60,0.383,9,24,0.375,7,8,0.875,10,36,16,8,6,9,11,L
6788,saint-peters,marist,65,59,23,44,0.523,6,19,0.316,13,18,0.722,6,23,8,4,7,12,18,20,51,0.392,6,21,0.286,13,18,0.722,10,23,7,4,0,8,17,W
6789,saint-peters,niagara,78,60,28,56,0.5,7,18,0.389,15,18,0.833,10,38,11,2,8,6,19,20,55,0.364,7,21,0.333,13,21,0.619,9,25,4,2,5,6,18,W
6792,sam-houston-state,clemson,59,74,22,63,0.349,8,24,0.333,7,8,0.875,7,23,10,5,1,8,15,26,49,0.531,9,23,0.391,13,18,0.722,6,32,14,6,5,12,11,L
6793,sam-houston-state,georgia,64,75,25,66,0.379,9,27,0.333,5,7,0.714,8,28,10,2,1,7,29,21,49,0.429,4,22,0.182,29,38,0.763,11,37,11,5,8,10,15,L
6794,sam-houston-state,jackson-state,75,60,27,60,0.45,7,22,0.318,14,17,0.824,11,38,15,7,2,18,22,20,49,0.408,5,19,0.263,15,26,0.577,5,28,9,4,5,18,20,W
6795,sam-houston-state,east-tennessee-state,63,77,23,53,0.434,9,22,0.409,8,9,0.889,4,28,15,2,0,10,19,26,53,0.491,10,23,0.435,15,21,0.714,9,34,14,4,5,7,13,L
6797,sam-houston-state,arkansas-little-rock,52,79,19,55,0.345,5,27,0.185,9,14,0.643,9,33,9,3,0,15,27,23,48,0.479,10,22,0.455,23,31,0.742,7,33,12,4,2,10,13,L
6798,sam-houston-state,colorado-state,65,71,24,66,0.364,10,27,0.37,7,10,0.7,11,31,11,10,2,13,25,26,52,0.5,9,21,0.429,20,27,0.741,4,32,16,4,2,17,23,L
6804,sam-houston-state,incarnate-word,66,52,22,53,0.415,7,24,0.292,15,19,0.789,9,28,19,14,4,13,14,20,47,0.426,5,18,0.278,7,8,0.875,5,29,7,3,0,23,18,W
6806,sam-houston-state,houston-baptist,71,65,24,57,0.421,4,16,0.25,19,24,0.792,5,30,15,13,5,14,22,22,50,0.44,10,14,0.714,14,16,0.875,9,27,14,11,2,18,17,W
6807,sam-houston-state,northwestern-state,78,64,27,60,0.45,14,29,0.483,10,14,0.714,11,33,13,6,1,10,20,21,51,0.412,6,19,0.316,9,16,0.563,8,31,8,3,6,21,16,W
6808,sam-houston-state,lamar,69,59,24,56,0.429,13,27,0.481,8,13,0.615,6,30,20,4,6,8,19,19,59,0.322,4,21,0.19,17,21,0.81,13,39,10,2,3,10,17,W
6811,sam-houston-state,mcneese-state,77,62,28,59,0.475,13,31,0.419,8,12,0.667,8,27,22,10,1,13,16,24,51,0.471,4,12,0.333,10,22,0.455,10,33,11,6,2,17,13,W
6812,sam-houston-state,abilene-christian,90,85,31,59,0.525,6,22,0.273,22,25,0.88,8,30,11,10,3,19,22,32,58,0.552,7,18,0.389,14,20,0.7,4,24,11,6,1,20,23,W
6814,sam-houston-state,lamar,72,75,27,58,0.466,7,25,0.28,11,16,0.688,10,32,15,7,5,17,26,20,48,0.417,5,18,0.278,30,38,0.789,8,30,14,11,2,16,18,L
6815,sam-houston-state,nicholls-state,84,74,30,65,0.462,9,24,0.375,15,21,0.714,11,46,18,8,5,12,10,25,65,0.385,11,32,0.344,13,15,0.867,6,31,18,8,4,13,21,W
6816,sam-houston-state,houston-baptist,119,113,41,70,0.586,18,30,0.6,19,25,0.76,5,37,31,9,4,19,29,41,85,0.482,7,24,0.292,24,40,0.6,17,43,22,12,0,16,24,W
6820,samford,cleveland-state,73,60,24,50,0.48,8,20,0.4,17,23,0.739,4,34,18,6,2,15,22,18,57,0.316,6,28,0.214,18,26,0.692,12,33,8,5,0,15,21,W
6821,samford,ohio-state,50,68,21,57,0.368,4,15,0.267,4,5,0.8,6,31,7,2,1,15,24,23,52,0.442,3,20,0.15,19,28,0.679,7,36,14,4,2,12,13,L
6822,samford,ipfw,74,66,27,52,0.519,8,16,0.5,12,16,0.75,7,31,12,12,3,19,13,23,61,0.377,8,17,0.471,6,10,0.6,11,33,12,3,2,9,16,W
6824,samford,belmont,93,99,36,81,0.444,6,23,0.261,15,23,0.652,14,43,16,5,5,12,17,36,80,0.45,12,33,0.364,15,26,0.577,14,45,21,10,3,10,20,L
6826,samford,morehead-state,77,72,27,52,0.519,6,18,0.333,17,24,0.708,7,40,11,7,6,18,15,23,64,0.359,3,18,0.167,10,17,0.588,9,24,12,10,0,14,21,W
6827,samford,houston-baptist,85,61,31,64,0.484,12,24,0.5,11,18,0.611,10,38,13,8,6,11,17,20,65,0.308,7,24,0.292,14,20,0.7,15,40,10,5,1,14,15,W
6831,samford,east-tennessee-state,72,81,27,62,0.435,9,24,0.375,9,12,0.75,6,28,17,11,4,18,16,31,70,0.443,7,29,0.241,12,21,0.571,18,47,16,11,5,18,16,L
6835,samford,mercer,87,93,30,66,0.455,12,29,0.414,15,21,0.714,11,34,15,5,1,14,25,28,51,0.549,10,21,0.476,27,35,0.771,2,25,16,6,6,11,20,L
6837,samford,furman,75,73,26,58,0.448,10,25,0.4,13,16,0.813,6,31,17,5,5,13,16,27,63,0.429,8,31,0.258,11,14,0.786,12,35,17,8,1,15,15,W
6838,samford,east-tennessee-state,66,74,24,52,0.462,4,16,0.25,14,23,0.609,6,32,12,5,9,13,21,26,66,0.394,7,21,0.333,15,23,0.652,12,38,16,7,1,9,21,L
6840,samford,north-carolina-greensboro,67,75,24,53,0.453,8,20,0.4,11,13,0.846,5,30,10,9,5,21,16,29,67,0.433,10,29,0.345,7,13,0.538,11,31,16,13,5,15,14,L
6842,samford,tennessee,80,76,29,62,0.468,4,12,0.333,18,25,0.72,6,37,10,8,3,14,15,28,74,0.378,17,46,0.37,4,5,0.8,14,38,16,2,7,8,17,W
6843,samford,mercer,62,65,20,58,0.345,5,22,0.227,17,23,0.739,9,39,8,10,5,14,12,22,57,0.386,12,33,0.364,9,12,0.75,6,38,12,4,2,13,18,L
6844,samford,citadel,83,87,28,71,0.394,11,35,0.314,16,22,0.727,15,41,15,3,1,15,18,28,70,0.4,16,47,0.34,15,17,0.882,13,38,19,7,11,10,19,L
6845,san-diego-state,arkansas-pine-bluff,76,60,24,56,0.429,12,27,0.444,16,22,0.727,9,32,18,9,2,12,14,20,56,0.357,8,28,0.286,12,14,0.857,8,32,9,9,2,18,22,W
6849,san-diego-state,iowa-state,57,87,18,51,0.353,7,21,0.333,14,17,0.824,7,26,9,2,2,11,17,28,59,0.475,14,32,0.438,17,20,0.85,11,39,17,7,2,4,15,L
6850,san-diego-state,jackson-state,87,44,29,57,0.509,10,24,0.417,19,25,0.76,9,42,20,13,5,19,15,15,58,0.259,4,20,0.2,10,14,0.714,9,28,9,9,5,23,23,W
6851,san-diego-state,illinois-state,75,65,27,60,0.45,6,20,0.3,15,26,0.577,16,46,13,6,2,14,24,18,58,0.31,5,24,0.208,24,31,0.774,13,32,8,5,1,11,22,W
6853,san-diego-state,california,83,89,29,53,0.547,12,21,0.571,13,15,0.867,8,24,18,2,0,11,17,29,55,0.527,13,28,0.464,18,20,0.9,10,25,18,1,1,8,16,L
6854,san-diego-state,brown,61,82,19,54,0.352,5,17,0.294,18,26,0.692,7,27,12,6,7,14,16,31,58,0.534,15,28,0.536,5,9,0.556,5,34,21,5,2,12,24,L
6856,san-diego-state,boise-state,64,88,22,54,0.407,3,21,0.143,17,22,0.773,5,22,10,5,1,9,25,29,51,0.569,8,22,0.364,22,28,0.786,7,30,13,4,2,12,17,L
6858,san-diego-state,air-force,48,62,19,50,0.38,2,17,0.118,8,13,0.615,6,31,7,6,0,13,15,23,59,0.39,9,28,0.321,7,10,0.7,11,37,12,8,2,9,17,L
6859,san-diego-state,new-mexico,97,77,38,69,0.551,10,23,0.435,11,12,0.917,13,35,30,6,2,13,19,24,56,0.429,13,32,0.406,16,19,0.842,8,23,17,7,2,17,18,W
6860,san-diego-state,fresno-state,62,66,24,53,0.453,5,22,0.227,9,15,0.6,4,25,8,6,2,11,23,21,54,0.389,10,27,0.37,14,22,0.636,13,40,11,4,0,16,20,L
6861,san-diego-state,nevada-las-vegas,94,77,32,57,0.561,6,11,0.545,24,30,0.8,12,36,15,12,4,14,20,29,65,0.446,13,30,0.433,6,14,0.429,12,27,15,6,2,13,22,W
6862,san-diego-state,air-force,66,51,24,55,0.436,9,25,0.36,9,10,0.9,7,36,18,6,6,15,11,21,56,0.375,4,17,0.235,5,5,1,3,26,15,9,2,10,13,W
6864,san-diego-state,new-mexico,70,83,27,65,0.415,2,10,0.2,14,16,0.875,11,29,9,6,6,16,24,28,52,0.538,7,20,0.35,20,25,0.8,7,28,13,9,5,14,18,L
6867,san-diego-state,boise-state,71,65,25,55,0.455,4,16,0.25,17,24,0.708,13,38,12,7,7,16,18,24,56,0.429,8,19,0.421,9,17,0.529,9,25,14,10,3,10,20,W
6868,san-diego-state,nevada,65,57,25,63,0.397,6,19,0.316,9,17,0.529,8,39,12,7,4,14,21,21,61,0.344,4,20,0.2,14,17,0.824,11,36,13,7,3,13,15,W
6869,san-diego-state,nevada-las-vegas,60,59,21,56,0.375,7,21,0.333,11,16,0.688,6,35,7,5,1,13,20,18,55,0.327,7,22,0.318,16,23,0.696,9,37,8,6,3,11,17,W
6873,san-diego,colorado,70,64,22,60,0.367,8,25,0.32,18,21,0.857,14,39,11,3,4,13,18,24,57,0.421,7,19,0.368,9,15,0.6,7,29,13,6,7,11,25,W
6875,san-diego,mississippi,86,93,31,64,0.484,9,23,0.391,15,18,0.833,7,23,21,6,0,13,21,33,54,0.611,7,16,0.438,20,23,0.87,7,32,20,7,4,14,19,L
6876,san-diego,long-beach-state,74,70,25,56,0.446,10,25,0.4,14,16,0.875,6,28,15,6,3,13,21,24,59,0.407,4,15,0.267,18,24,0.75,13,37,9,5,1,15,21,W
6879,san-diego,oregon,55,65,20,49,0.408,7,28,0.25,8,11,0.727,7,30,12,1,2,16,22,23,54,0.426,4,15,0.267,15,21,0.714,9,32,14,11,6,8,16,L
6880,san-diego,northern-colorado,85,65,33,58,0.569,8,14,0.571,11,13,0.846,4,35,18,8,0,14,20,25,57,0.439,5,16,0.313,10,16,0.625,5,26,9,6,3,13,16,W
6882,san-diego,drake,103,110,39,71,0.549,10,26,0.385,15,20,0.75,7,32,13,5,2,14,23,38,73,0.521,13,28,0.464,21,31,0.677,7,29,19,6,3,9,21,L
6883,san-diego,grand-canyon,61,58,20,48,0.417,6,16,0.375,15,18,0.833,5,34,13,3,6,11,12,21,54,0.389,6,17,0.353,10,13,0.769,5,28,10,7,2,6,18,W
6885,san-diego,pacific,73,64,24,51,0.471,9,22,0.409,16,18,0.889,7,31,18,7,10,14,20,21,55,0.382,5,17,0.294,17,23,0.739,8,25,5,8,1,11,20,W
6887,san-diego,portland,76,55,26,55,0.473,8,21,0.381,16,22,0.727,7,44,19,8,6,19,19,20,53,0.377,3,23,0.13,14,17,0.824,5,27,6,4,2,10,17,W
6888,san-diego,saint-marys-ca,59,76,24,54,0.444,3,16,0.188,8,13,0.615,3,28,9,2,4,11,17,27,62,0.435,5,15,0.333,17,21,0.81,10,37,10,9,1,6,17,L
6889,san-diego,loyola-marymount,71,58,23,51,0.451,9,25,0.36,16,22,0.727,8,31,17,9,4,10,18,25,48,0.521,1,9,0.111,7,12,0.583,4,27,10,5,3,14,19,W
6891,san-diego,gonzaga,69,85,24,52,0.462,10,23,0.435,11,16,0.688,4,24,11,6,1,14,21,29,54,0.537,6,14,0.429,21,28,0.75,4,28,15,9,5,10,17,L
6892,san-diego,loyola-marymount,65,63,22,51,0.431,7,21,0.333,14,21,0.667,10,30,14,7,2,12,16,23,49,0.469,7,15,0.467,10,16,0.625,6,23,13,8,5,14,19,W
6894,san-diego,bringham-young,82,88,26,50,0.52,10,24,0.417,20,25,0.8,3,33,18,3,2,17,21,29,60,0.483,3,14,0.214,7,12,0.583,6,30,21,10,3,14,11,L
6895,san-diego,gonzaga,67,79,23,58,0.397,9,26,0.346,12,15,0.8,6,23,14,6,5,8,16,32,55,0.582,3,14,0.214,12,14,0.857,5,31,13,5,2,9,18,L
6896,san-diego,portland,63,52,24,59,0.407,11,32,0.344,4,7,0.571,7,38,16,7,3,9,17,18,46,0.391,4,15,0.267,12,18,0.667,2,30,10,5,3,12,13,W
6897,san-diego,saint-marys-ca,46,66,15,51,0.294,5,18,0.278,11,19,0.579,7,29,8,8,6,10,17,24,52,0.462,5,13,0.385,13,19,0.684,9,41,8,4,5,11,17,L
6899,san-francisco,maine,93,50,30,55,0.545,14,29,0.483,19,23,0.826,13,39,21,9,5,13,13,21,54,0.389,3,20,0.15,5,7,0.714,6,18,12,6,2,13,16,W
6901,san-francisco,harvard,61,57,20,62,0.323,2,18,0.111,19,28,0.679,11,40,6,9,3,12,17,22,62,0.355,4,21,0.19,9,12,0.75,8,39,6,5,6,13,19,W
6902,san-francisco,dartmouth,84,65,33,67,0.493,11,25,0.44,7,11,0.636,7,38,14,8,3,7,12,25,61,0.41,11,27,0.407,4,7,0.571,4,30,17,5,4,11,14,W
6904,san-francisco,buffalo,81,85,32,63,0.508,4,20,0.2,13,21,0.619,7,36,10,6,2,11,21,33,67,0.493,8,25,0.32,11,20,0.55,8,33,13,6,4,12,19,L
6905,san-francisco,california,79,60,29,59,0.492,10,27,0.37,11,17,0.647,12,38,16,5,2,10,19,19,49,0.388,7,23,0.304,15,21,0.714,7,27,12,3,5,12,17,W
6906,san-francisco,eastern-washington,85,63,31,60,0.517,11,25,0.44,12,17,0.706,11,40,19,8,4,9,14,25,60,0.417,7,23,0.304,6,9,0.667,6,28,7,3,1,11,17,W
6910,san-francisco,california-santa-barbara,71,73,22,61,0.361,5,23,0.217,22,33,0.667,16,40,6,1,6,1,22,25,51,0.49,5,13,0.385,18,30,0.6,10,38,15,1,5,5,24,L
6911,san-francisco,saint-marys-ca,76,72,26,58,0.448,7,17,0.412,17,25,0.68,11,38,11,3,4,10,13,14,51,0.275,3,19,0.158,11,12,0.917,5,28,7,7,3,18,16,W
6912,san-francisco,pepperdine,72,69,25,52,0.481,6,19,0.316,16,19,0.842,4,31,14,5,3,16,22,24,67,0.358,4,19,0.211,17,18,0.944,14,39,14,9,2,13,19,W
6914,san-francisco,pacific,53,52,21,51,0.412,5,18,0.278,6,9,0.667,9,24,8,7,2,15,13,21,46,0.457,3,14,0.214,7,8,0.875,6,25,11,7,4,15,13,W
6915,san-francisco,portland,83,61,30,55,0.545,11,25,0.44,12,22,0.545,5,32,17,5,7,6,16,36,69,0.522,9,20,0.45,15,21,0.714,12,38,14,1,9,4,17,W
6916,san-francisco,san-diego,63,67,21,61,0.344,8,23,0.348,13,21,0.619,11,34,12,6,2,10,25,22,46,0.478,3,14,0.214,20,27,0.741,4,34,7,6,2,13,17,L
6917,san-francisco,saint-marys-ca,80,86,33,63,0.524,10,21,0.476,4,8,0.5,5,25,18,2,2,6,13,34,61,0.557,9,21,0.429,9,12,0.75,6,30,13,5,7,8,12,L
6918,san-francisco,gonzaga,62,92,26,67,0.388,5,16,0.313,5,12,0.417,9,30,9,8,2,10,19,32,64,0.5,6,15,0.4,22,27,0.815,12,44,16,8,10,10,14,L
6920,san-francisco,pepperdine,89,77,31,58,0.534,14,26,0.538,13,18,0.722,10,30,21,9,3,13,19,27,55,0.491,11,25,0.44,12,13,0.923,5,23,16,4,4,13,18,W
6921,san-francisco,portland,68,63,27,60,0.45,10,32,0.313,4,14,0.286,9,34,19,4,4,8,17,22,55,0.4,2,10,0.2,8,12,0.667,9,33,7,4,1,14,17,W
6925,san-jose-state,cal-state-bakersfield,72,73,22,41,0.537,8,15,0.533,20,24,0.833,5,24,11,3,3,24,18,26,67,0.388,12,34,0.353,9,15,0.6,15,23,17,17,1,13,23,L
6926,san-jose-state,central-michigan,74,76,25,49,0.51,10,23,0.435,14,22,0.636,9,30,15,1,1,19,19,28,60,0.467,7,30,0.233,13,23,0.565,12,26,10,13,3,11,19,L
6929,san-jose-state,bethune-cookman,67,65,23,63,0.365,5,22,0.227,16,25,0.64,12,38,13,3,5,12,17,23,59,0.39,11,32,0.344,8,17,0.471,7,37,13,2,1,15,24,W
6930,san-jose-state,northern-arizona,79,74,21,52,0.404,7,24,0.292,30,38,0.789,13,42,15,1,3,16,19,22,58,0.379,12,32,0.375,18,25,0.72,7,25,13,9,0,13,29,W
6932,san-jose-state,california,80,88,29,52,0.558,9,18,0.5,13,17,0.765,5,29,14,3,0,14,21,28,61,0.459,12,31,0.387,20,25,0.8,9,27,20,9,3,5,18,L
6933,san-jose-state,saint-marys-ca,45,75,16,50,0.32,6,17,0.353,7,12,0.583,7,26,6,5,2,19,8,31,64,0.484,8,25,0.32,5,7,0.714,9,32,10,14,1,9,19,L
6935,san-jose-state,nevada,53,92,22,55,0.4,7,24,0.292,2,6,0.333,6,33,9,2,0,22,13,28,54,0.519,11,29,0.379,6,7,0.857,5,28,17,9,5,15,17,L
6940,san-jose-state,air-force,71,73,27,67,0.403,8,26,0.308,9,20,0.45,8,53,22,3,0,19,15,29,85,0.341,11,47,0.234,4,14,0.286,13,49,18,7,1,7,21,L
6942,san-jose-state,san-diego-state,56,67,19,54,0.352,7,21,0.333,11,13,0.846,10,34,14,3,1,10,16,34,65,0.523,15,31,0.484,11,15,0.733,8,42,23,11,5,13,18,L
6943,san-jose-state,boise-state,57,105,20,53,0.377,7,20,0.35,10,18,0.556,8,28,10,1,0,16,12,40,64,0.625,15,30,0.5,10,12,0.833,5,29,17,8,2,5,15,L
6944,san-jose-state,new-mexico,60,92,24,68,0.353,4,17,0.235,8,15,0.533,10,36,11,6,5,11,19,30,60,0.5,14,27,0.519,18,27,0.667,5,41,17,6,5,10,15,L
6945,san-jose-state,nevada-las-vegas,64,71,26,63,0.413,4,23,0.174,8,21,0.381,8,37,17,4,1,9,26,30,59,0.508,15,31,0.484,12,12,1,11,32,18,7,1,13,22,L
6946,san-jose-state,colorado-state,70,91,28,66,0.424,5,21,0.238,9,14,0.643,9,27,15,9,1,10,13,35,59,0.593,16,33,0.485,5,11,0.455,8,34,26,4,6,15,18,L
6947,san-jose-state,air-force,68,82,23,60,0.383,6,21,0.286,16,19,0.842,10,39,9,3,0,14,14,31,78,0.397,11,33,0.333,9,11,0.818,16,41,23,5,2,5,18,L
6949,santa-clara,california-irvine,49,61,16,54,0.296,7,22,0.318,10,14,0.714,6,30,10,6,6,15,23,21,55,0.382,5,16,0.313,14,21,0.667,9,36,13,6,4,15,16,L
6952,santa-clara,san-jose-state,71,63,29,63,0.46,11,30,0.367,2,4,0.5,4,27,17,2,4,8,15,24,63,0.381,8,20,0.4,7,10,0.7,14,40,17,3,1,11,14,W
6955,santa-clara,northern-arizona,81,74,26,59,0.441,11,20,0.55,18,22,0.818,13,39,19,3,4,15,18,28,55,0.509,5,18,0.278,9,11,0.818,2,18,16,6,2,10,25,W
6956,santa-clara,idaho-state,66,68,24,53,0.453,7,21,0.333,11,15,0.733,6,35,15,4,8,13,17,29,54,0.537,3,12,0.25,17,22,0.773,3,21,7,13,1,9,22,L
6958,santa-clara,mississippi-valley-state,82,54,30,57,0.526,12,23,0.522,10,12,0.833,9,39,19,4,5,10,15,24,58,0.414,3,11,0.273,3,9,0.333,7,27,15,3,0,10,10,W
6960,santa-clara,idaho,77,56,31,61,0.508,10,24,0.417,5,7,0.714,6,31,24,6,7,6,20,17,58,0.293,4,19,0.211,18,28,0.643,19,42,7,3,2,13,13,W
6963,santa-clara,gonzaga,48,91,17,51,0.333,4,17,0.235,10,22,0.455,6,31,7,1,1,20,23,32,62,0.516,5,19,0.263,22,31,0.71,8,36,17,14,9,8,23,L
6964,santa-clara,pepperdine,67,64,26,51,0.51,7,19,0.368,8,11,0.727,4,36,11,5,1,15,13,24,60,0.4,11,23,0.478,5,8,0.625,4,26,16,7,1,8,14,W
6967,santa-clara,gonzaga,39,98,13,48,0.271,3,18,0.167,10,15,0.667,3,25,5,1,3,18,16,36,70,0.514,10,27,0.37,16,19,0.842,12,42,21,9,4,2,12,L
6968,santa-clara,loyola-marymount,61,69,21,52,0.404,11,29,0.379,8,10,0.8,7,27,16,5,1,11,23,22,47,0.468,9,19,0.474,16,24,0.667,7,30,16,10,1,11,15,L
6969,santa-clara,portland,69,63,21,56,0.375,5,21,0.238,22,34,0.647,8,43,11,8,6,14,16,23,55,0.418,4,19,0.211,7,7,1,9,26,9,2,2,7,11,W
6970,santa-clara,pepperdine,79,71,30,62,0.484,8,22,0.364,11,14,0.786,9,37,21,6,2,9,17,25,62,0.403,6,25,0.24,15,18,0.833,8,30,13,5,4,10,14,W
6971,santa-clara,san-francisco,72,78,26,57,0.456,6,16,0.375,14,17,0.824,11,32,9,3,3,15,25,26,56,0.464,6,22,0.273,20,24,0.833,7,26,12,6,3,10,17,L
6972,santa-clara,saint-marys-ca,55,66,18,46,0.391,8,20,0.4,11,14,0.786,3,23,9,5,3,14,16,22,47,0.468,9,23,0.391,22,26,0.846,9,28,10,8,0,18,21,L
6973,santa-clara,pacific,64,59,20,41,0.488,11,24,0.458,13,19,0.684,5,27,17,2,4,19,16,22,50,0.44,5,16,0.313,10,16,0.625,7,23,12,7,0,13,18,W
6974,santa-clara,san-francisco,68,65,25,54,0.463,5,18,0.278,13,17,0.765,3,25,10,8,5,10,13,21,50,0.42,3,16,0.188,11,17,0.647,8,30,12,7,2,19,23,W
6978,savannah-state,gardner-webb,77,97,26,70,0.371,12,47,0.255,13,19,0.684,8,29,12,5,5,13,14,36,66,0.545,10,29,0.345,15,18,0.833,8,42,23,7,1,13,17,L
6979,savannah-state,kent-state,84,104,30,77,0.39,10,36,0.278,14,26,0.538,16,41,14,9,2,14,19,37,77,0.481,12,36,0.333,18,23,0.783,16,49,27,4,8,13,22,L
6981,savannah-state,liberty,56,82,22,65,0.338,8,37,0.216,4,8,0.5,9,39,9,6,2,21,16,32,70,0.457,8,31,0.258,10,14,0.714,9,40,18,11,1,11,10,L
6986,savannah-state,tennessee-tech,80,91,33,65,0.508,9,27,0.333,5,8,0.625,10,37,17,4,6,16,23,28,63,0.444,11,33,0.333,8,10,0.8,10,31,20,3,1,15,22,L
6988,savannah-state,coppin-state,67,73,22,73,0.301,8,48,0.167,15,25,0.6,14,43,11,7,4,10,22,23,55,0.418,7,24,0.292,20,26,0.769,6,44,10,5,4,17,18,L
6990,savannah-state,florida-am,64,69,21,58,0.362,9,34,0.265,13,22,0.591,10,30,7,8,1,14,18,25,56,0.446,6,17,0.353,13,21,0.619,11,38,14,4,0,16,19,L
6993,savannah-state,north-carolina-central,78,82,28,62,0.452,10,35,0.286,12,16,0.75,4,21,15,12,5,9,21,30,57,0.526,6,16,0.375,16,26,0.615,9,41,19,5,5,17,13,L
6994,savannah-state,delaware-state,76,73,22,56,0.393,9,33,0.273,23,30,0.767,10,31,13,10,3,8,20,25,67,0.373,7,24,0.292,16,21,0.762,19,39,8,5,0,14,21,W
