Game_Index,Home_Team,URL,HT_Pts,Opp_Pts,FG,FGA,FG_Pct,Three_Pt,Three_Pt_Attempts,Three_Pt_Pct,Free_Throws,Free_Throw_Attempts,Free_Throw_Pct,Offensive_Rebounds,Total_Rebounds,Assists,Steals,Blocks,Turnovers,Personal_Fouls,FG_Opp,FGA_Opp,FG_Pct_Opp,Three_Pt_Opp,Three_Pt_Attempts_Opp,Three_Pt_Pct_Opp,Free_Throws_Opp,Free_Throw_Attempts_Opp,Free_Throw_Pct_Opp,Offensive_Rebounds_Opp,Total_Rebounds_Opp,Assists_Opp,Steals_Opp,Blocks_Opp,Turnovers_Opp,Personal_Fouls_Opp,Result
2860,grambling,alabama-state,53,74,18,56,0.321,5,17,0.294,12,19,0.632,5,30,7,6,4,15,15,27,63,0.429,11,25,0.44,9,16,0.563,13,48,13,4,5,15,18,L
2863,grambling,alcorn-state,77,42,27,54,0.5,10,22,0.455,13,15,0.867,9,45,20,10,5,21,12,17,68,0.25,5,21,0.238,3,4,0.75,12,28,7,10,5,15,12,W
2868,grambling,mississippi-valley-state,79,57,28,60,0.467,9,19,0.474,14,18,0.778,9,46,13,7,5,17,21,16,46,0.348,4,15,0.267,19,31,0.613,8,25,6,4,6,14,18,W
2870,grambling,alcorn-state,65,53,21,48,0.438,4,12,0.333,19,23,0.826,5,32,9,9,4,13,14,20,60,0.333,4,20,0.2,9,16,0.563,13,32,17,4,4,14,16,W
2875,grand-canyon,delaware-state,89,47,36,69,0.522,6,24,0.25,11,21,0.524,13,50,17,11,6,13,16,15,54,0.278,8,22,0.364,9,18,0.5,4,21,6,7,0,20,24,W
2877,grand-canyon,arkansas-state,96,72,32,65,0.492,5,19,0.263,27,33,0.818,14,38,18,8,2,13,19,27,56,0.482,5,15,0.333,13,20,0.65,7,27,13,7,5,14,30,W
2891,grand-canyon,chicago-state,80,46,29,56,0.518,7,22,0.318,15,25,0.6,7,34,20,10,1,16,13,20,51,0.392,0,10,0,6,11,0.545,5,30,8,7,3,23,23,W
2894,grand-canyon,cal-state-bakersfield,72,59,19,45,0.422,7,16,0.438,27,31,0.871,2,28,11,6,3,12,13,24,64,0.375,6,24,0.25,5,12,0.417,12,35,10,7,3,9,21,W
2898,grand-canyon,chicago-state,90,59,35,61,0.574,13,25,0.52,7,15,0.467,9,36,15,8,1,10,15,24,54,0.444,5,16,0.313,6,10,0.6,1,22,10,4,0,13,15,W
2901,hampton,bowling-green-state,79,81,24,58,0.414,13,28,0.464,18,23,0.783,9,34,10,7,3,17,21,33,72,0.458,5,14,0.357,10,16,0.625,11,34,11,9,8,11,20,L
2905,hampton,coastal-carolina,66,75,24,73,0.329,8,35,0.229,10,14,0.714,18,38,10,4,1,8,22,26,52,0.5,8,14,0.571,20,27,0.741,5,33,16,5,10,10,19,L
2909,hampton,charleston-southern,94,82,35,63,0.556,13,25,0.52,11,19,0.579,3,29,26,12,6,14,17,29,72,0.403,9,33,0.273,15,20,0.75,12,35,13,8,2,18,19,W
2914,hampton,campbell,64,58,20,57,0.351,6,26,0.231,18,23,0.783,12,42,12,6,5,9,16,21,68,0.309,9,35,0.257,7,13,0.538,16,38,14,4,3,10,18,W
2919,hampton,campbell,84,87,28,65,0.431,12,33,0.364,16,19,0.842,9,32,15,5,2,8,22,27,53,0.509,10,23,0.435,23,28,0.821,4,29,16,2,4,7,16,L
2930,hartford,bowling-green-state,76,63,22,53,0.415,9,31,0.29,23,24,0.958,5,19,10,10,1,7,18,23,61,0.377,7,32,0.219,10,19,0.526,16,40,12,4,2,18,18,W
2931,hartford,duke,54,84,20,61,0.328,8,27,0.296,6,9,0.667,9,29,13,9,1,21,14,35,69,0.507,5,26,0.192,9,13,0.692,14,43,18,15,10,13,13,L
2932,hartford,bryant,91,74,30,48,0.625,13,20,0.65,18,25,0.72,3,25,22,6,1,14,20,25,59,0.424,7,29,0.241,17,21,0.81,7,26,19,2,1,12,23,W
2936,hartford,boston-college,79,78,25,58,0.431,6,23,0.261,23,29,0.793,7,27,10,13,1,12,16,27,59,0.458,8,23,0.348,16,22,0.727,12,37,9,5,6,19,24,W
2943,hartford,binghamton,86,60,32,59,0.542,19,32,0.594,3,6,0.5,6,33,24,3,0,9,16,22,55,0.4,5,30,0.167,11,15,0.733,6,28,9,5,3,11,9,W
2962,harvard,dartmouth,63,81,26,57,0.456,5,18,0.278,6,13,0.462,10,22,11,6,2,12,12,32,47,0.681,11,21,0.524,6,8,0.75,3,26,21,8,6,15,20,L
2964,harvard,dartmouth,64,59,22,55,0.4,6,21,0.286,14,16,0.875,8,38,11,3,1,9,11,22,57,0.386,11,29,0.379,4,7,0.571,5,30,10,5,1,9,15,W
2966,harvard,brown,68,47,23,43,0.535,8,17,0.471,14,24,0.583,6,33,12,9,3,16,23,15,52,0.288,5,22,0.227,12,18,0.667,10,30,7,7,2,19,23,W
2967,harvard,columbia,98,96,29,68,0.426,11,28,0.393,29,39,0.744,11,45,9,9,6,18,20,35,76,0.461,12,26,0.462,14,24,0.583,7,39,18,9,4,16,27,W
2968,harvard,cornell,61,67,22,43,0.512,6,16,0.375,11,13,0.846,4,29,7,8,2,22,23,19,47,0.404,10,27,0.37,19,25,0.76,4,21,15,8,0,17,16,L
2970,harvard,pennsylvainia,75,68,28,63,0.444,12,26,0.462,7,11,0.636,11,38,4,10,4,18,14,23,50,0.46,6,15,0.4,9,20,0.45,4,27,9,5,3,10,19,W
2971,harvard,brown,79,88,30,61,0.492,11,32,0.344,8,13,0.615,7,32,18,5,3,18,25,28,54,0.519,7,16,0.438,25,31,0.806,4,27,13,8,5,13,18,L
2979,hawaii,fresno-state,64,79,23,54,0.426,6,26,0.231,12,15,0.8,5,27,11,3,1,11,16,26,50,0.52,11,20,0.55,16,19,0.842,4,27,16,4,2,10,19,L
2984,hawaii,colorado,70,62,22,61,0.361,9,30,0.3,17,25,0.68,13,46,12,6,2,16,23,21,62,0.339,4,22,0.182,16,24,0.667,9,34,8,5,4,12,20,W
2987,hawaii,cal-state-fullerton,79,68,25,53,0.472,11,22,0.5,18,23,0.783,3,31,14,6,1,11,23,24,50,0.48,4,14,0.286,16,24,0.667,2,28,4,6,4,13,19,W
2988,hawaii,cal-state-northridge,84,79,28,58,0.483,7,21,0.333,21,31,0.677,10,33,18,6,0,7,17,29,63,0.46,11,25,0.44,10,11,0.909,9,31,14,3,3,11,24,W
2989,hawaii,california-riverside,71,75,29,52,0.558,9,24,0.375,4,8,0.5,5,27,25,8,0,9,16,24,58,0.414,10,26,0.385,5,7,0.714,2,24,11,12,2,13,18,L
2992,hawaii,long-beach-state,74,57,25,60,0.417,7,28,0.25,17,25,0.68,10,38,14,4,2,8,27,30,60,0.5,7,17,0.412,8,19,0.421,9,37,10,3,5,15,23,W
2993,hawaii,california-santa-barbara,54,75,20,53,0.377,5,22,0.227,9,13,0.692,6,24,12,5,1,11,19,26,54,0.481,6,13,0.462,17,23,0.739,9,32,13,5,1,11,18,L
2994,hawaii,long-beach-state,77,70,26,62,0.419,14,27,0.519,11,18,0.611,5,32,18,6,2,9,22,26,56,0.464,6,16,0.375,12,21,0.571,7,37,7,5,1,16,17,W
2995,hawaii,california-irvine,56,67,18,51,0.353,9,20,0.45,11,16,0.688,6,24,11,4,1,8,11,28,60,0.467,8,24,0.333,3,4,0.75,11,39,19,4,3,9,15,L
2996,hawaii,cal-poly,75,54,29,56,0.518,8,15,0.533,9,18,0.5,7,30,18,6,2,9,15,20,53,0.377,5,22,0.227,9,16,0.563,8,30,8,6,2,11,22,W
2997,hawaii,california-riverside,87,64,33,56,0.589,13,23,0.565,8,10,0.8,8,32,23,4,2,9,11,25,57,0.439,10,25,0.4,4,5,0.8,5,20,7,6,0,8,11,W
2998,hawaii,california-santa-barbara,61,79,25,53,0.472,6,21,0.286,5,10,0.5,6,27,15,2,5,16,16,31,63,0.492,10,20,0.5,8,15,0.533,12,40,16,8,5,8,16,L
2999,hawaii,cal-poly,80,88,27,62,0.435,8,22,0.364,18,22,0.818,9,31,18,4,4,4,15,20,50,0.4,7,22,0.318,13,16,0.813,5,24,14,9,1,18,20,L
3007,high-point,eastern-kentucky,69,70,22,51,0.431,4,10,0.4,21,29,0.724,5,36,8,5,4,15,14,22,55,0.4,6,24,0.25,12,16,0.75,11,29,12,2,2,12,20,L
3008,high-point,valparaiso,55,53,24,56,0.429,2,13,0.154,5,6,0.833,3,30,7,6,3,12,18,19,43,0.442,3,14,0.214,11,14,0.786,2,21,10,4,3,12,19,W
3018,high-point,gardner-webb,67,69,27,55,0.491,3,18,0.167,10,16,0.625,12,37,16,8,5,16,12,25,52,0.481,12,24,0.5,7,12,0.583,4,21,17,9,4,12,15,L
3019,high-point,hampton,85,69,32,63,0.508,7,19,0.368,14,18,0.778,16,42,19,6,1,12,13,25,65,0.385,11,34,0.324,8,9,0.889,9,21,8,6,5,9,18,W
3020,high-point,campbell,57,56,19,46,0.413,7,20,0.35,12,14,0.857,10,31,11,4,0,14,13,19,52,0.365,4,26,0.154,14,16,0.875,9,25,11,10,4,6,11,W
3023,high-point,hampton,86,81,24,59,0.407,7,23,0.304,31,38,0.816,8,32,14,3,3,16,21,28,71,0.394,6,28,0.214,19,22,0.864,8,32,11,10,5,13,28,W
3024,high-point,campbell,48,61,17,50,0.34,4,17,0.235,10,14,0.714,9,38,9,2,1,15,14,23,59,0.39,6,30,0.2,9,11,0.818,8,29,13,9,7,4,12,L
3025,high-point,gardner-webb,87,79,31,61,0.508,12,22,0.545,13,16,0.813,13,31,23,4,0,7,16,38,61,0.623,23,40,0.575,13,17,0.765,5,28,27,6,8,13,17,W
3039,hofstra,drexel,89,75,35,58,0.603,8,19,0.421,11,16,0.688,5,25,18,8,3,9,14,27,59,0.458,5,17,0.294,16,20,0.8,10,30,12,5,1,13,17,W
3042,hofstra,elon,74,71,24,53,0.453,6,19,0.316,20,23,0.87,6,29,12,7,1,9,16,24,57,0.421,10,35,0.286,13,16,0.813,10,31,15,3,3,10,21,W
3043,hofstra,college-of-charleston,86,72,31,50,0.62,10,21,0.476,14,16,0.875,4,21,12,5,5,10,12,27,52,0.519,8,20,0.4,10,12,0.833,7,21,11,6,1,15,17,W
3047,hofstra,elon,102,61,37,65,0.569,17,35,0.486,11,14,0.786,2,33,25,8,3,1,7,24,64,0.375,10,34,0.294,3,4,0.75,8,33,18,1,3,12,13,W
3059,holy-cross,harvard,62,73,22,51,0.431,10,23,0.435,8,13,0.615,1,20,15,10,2,13,17,28,53,0.528,9,20,0.45,8,14,0.571,10,38,14,7,4,19,11,L
3069,holy-cross,bucknell,78,93,31,61,0.508,8,21,0.381,8,13,0.615,9,25,17,5,3,12,18,31,60,0.517,12,36,0.333,19,22,0.864,12,32,23,10,3,12,22,L
3071,holy-cross,army,57,76,23,55,0.418,7,23,0.304,4,9,0.444,5,20,9,10,3,7,18,26,45,0.578,11,24,0.458,13,17,0.765,4,32,21,4,0,12,13,L
3073,holy-cross,boston-university,54,68,19,51,0.373,8,24,0.333,8,10,0.8,2,16,12,9,5,8,11,27,52,0.519,11,20,0.55,3,5,0.6,10,39,16,6,3,17,10,L
3074,holy-cross,american,49,66,20,56,0.357,2,15,0.133,7,12,0.583,7,27,7,6,1,11,15,25,54,0.463,7,21,0.333,9,12,0.75,9,34,17,9,5,12,13,L
3075,holy-cross,army,56,42,24,59,0.407,5,21,0.238,3,4,0.75,2,29,14,14,6,9,12,14,53,0.264,6,29,0.207,8,10,0.8,7,37,11,3,2,19,11,W
3076,holy-cross,lafayette,67,69,28,57,0.491,6,16,0.375,5,12,0.417,7,27,13,9,2,12,15,16,54,0.296,3,16,0.188,14,21,0.667,13,39,6,9,2,18,15,L
3077,holy-cross,colgate,70,74,27,52,0.519,12,27,0.444,4,7,0.571,3,22,16,5,1,11,18,25,45,0.556,11,21,0.524,13,19,0.684,4,28,12,6,1,14,10,L
3078,holy-cross,bucknell,72,71,25,59,0.424,3,15,0.2,19,26,0.731,9,23,10,11,2,10,15,26,58,0.448,9,29,0.31,10,13,0.769,16,44,17,6,3,23,23,W
3079,holy-cross,boston-university,60,70,24,52,0.462,4,19,0.211,8,9,0.889,6,25,15,6,5,8,18,26,55,0.473,14,27,0.519,4,10,0.4,10,31,18,5,3,9,15,L
3081,houston-baptist,arizona,60,90,22,69,0.319,5,22,0.227,11,27,0.407,16,36,8,5,0,12,30,28,57,0.491,6,22,0.273,28,36,0.778,12,47,13,6,3,13,20,L
3093,houston-baptist,abilene-christian,68,75,25,50,0.5,6,14,0.429,12,17,0.706,8,29,14,6,1,20,18,28,58,0.483,6,20,0.3,13,21,0.619,10,27,18,10,2,12,18,L
3100,houston-baptist,central-arkansas,75,71,26,68,0.382,11,26,0.423,12,16,0.75,12,40,16,12,1,12,22,24,65,0.369,6,24,0.25,17,23,0.739,15,47,12,5,12,17,17,W
3104,houston,alabama-am,101,54,37,61,0.607,15,30,0.5,12,15,0.8,8,33,23,8,5,11,11,22,54,0.407,7,21,0.333,3,6,0.5,2,14,11,5,1,15,14,W
3114,houston,coppin-state,75,44,28,65,0.431,7,25,0.28,12,18,0.667,7,47,17,7,6,12,11,14,65,0.215,7,38,0.184,9,11,0.818,6,35,6,5,3,15,16,W
3122,houston,east-carolina,94,50,29,56,0.518,16,24,0.667,20,24,0.833,9,44,21,4,5,12,9,20,62,0.323,2,22,0.091,8,11,0.727,8,22,9,8,3,10,20,W
3125,houston,central-florida,77,68,25,57,0.439,7,27,0.259,20,28,0.714,8,36,13,7,3,10,23,23,54,0.426,8,24,0.333,14,27,0.519,6,29,12,4,5,11,23,W
3126,houston,cincinnati,65,58,26,53,0.491,7,21,0.333,6,10,0.6,13,40,11,3,9,11,17,22,66,0.333,8,21,0.381,6,11,0.545,13,29,6,9,2,4,13,W
3131,howard,arkansas-little-rock,76,97,28,69,0.406,8,27,0.296,12,15,0.8,9,26,6,5,1,16,23,31,53,0.585,9,18,0.5,26,31,0.839,3,35,18,3,2,19,16,L
3134,howard,american,85,83,33,57,0.579,2,4,0.5,17,22,0.773,10,31,18,5,7,11,17,27,62,0.435,10,23,0.435,19,21,0.905,15,30,21,4,5,12,18,W
3135,howard,george-washington,64,70,20,65,0.308,3,18,0.167,21,31,0.677,14,46,9,5,8,12,24,24,66,0.364,7,20,0.35,15,26,0.577,9,42,11,7,3,11,23,L
3138,howard,hampton,82,89,31,70,0.443,7,26,0.269,13,18,0.722,10,30,14,8,4,12,17,32,63,0.508,8,23,0.348,17,21,0.81,10,38,23,7,1,16,20,L
3139,howard,georgetown,67,102,25,75,0.333,5,23,0.217,12,16,0.75,10,33,10,5,1,15,19,26,59,0.441,8,25,0.32,14,19,0.737,6,33,14,10,2,12,25,L
3142,howard,bethune-cookman,63,71,22,73,0.301,4,19,0.211,15,18,0.833,15,33,6,6,5,11,18,26,59,0.441,9,19,0.474,10,20,0.5,14,47,14,6,4,18,16,L
3145,howard,harvard,71,84,25,63,0.397,8,25,0.32,13,22,0.591,12,30,18,6,3,9,20,34,58,0.586,14,29,0.483,16,20,0.8,6,37,19,1,1,7,12,L
3146,howard,delaware-state,80,74,30,60,0.5,6,19,0.316,14,20,0.7,5,29,18,3,4,9,15,26,62,0.419,9,26,0.346,13,19,0.684,7,31,15,3,0,12,21,W
3147,howard,maryland-eastern-shore,72,57,27,58,0.466,8,21,0.381,10,13,0.769,13,28,14,4,5,7,16,33,57,0.579,6,11,0.545,10,22,0.455,13,28,17,9,3,17,22,W
3149,howard,florida-am,70,66,25,59,0.424,10,19,0.526,10,11,0.909,10,26,11,3,2,10,14,25,48,0.521,6,17,0.353,10,16,0.625,5,24,9,5,6,16,15,W
3150,howard,bethune-cookman,79,73,23,65,0.354,8,19,0.421,25,32,0.781,14,41,12,7,8,12,23,24,63,0.381,10,31,0.323,15,29,0.517,13,40,19,5,2,16,19,W
3153,howard,coppin-state,74,73,29,64,0.453,6,19,0.316,10,17,0.588,9,28,13,5,3,13,17,26,54,0.481,9,28,0.321,12,20,0.6,8,34,10,10,4,19,17,W
3155,idaho-state,gonzaga,79,120,32,70,0.457,6,18,0.333,9,13,0.692,10,26,16,5,2,13,25,41,70,0.586,8,24,0.333,30,37,0.811,12,37,29,9,4,7,14,L
3161,idaho-state,california-santa-barbara,65,84,22,45,0.489,8,19,0.421,13,17,0.765,3,18,14,2,1,15,17,34,58,0.586,6,13,0.462,10,16,0.625,9,29,24,6,1,9,12,L
3163,idaho-state,eastern-washington,55,65,22,53,0.415,8,24,0.333,3,6,0.5,7,29,10,6,4,16,13,26,56,0.464,5,15,0.333,8,9,0.889,6,28,13,10,3,10,13,L
3171,idaho-state,sacramento-state,58,74,20,50,0.4,6,26,0.231,12,17,0.706,4,22,9,9,2,15,16,28,51,0.549,6,13,0.462,12,20,0.6,7,35,13,6,4,14,14,L
3178,idaho,california-irvine,68,86,24,55,0.436,12,27,0.444,8,13,0.615,5,21,15,4,2,8,16,34,63,0.54,8,20,0.4,10,13,0.769,14,39,21,5,4,10,11,L
3188,idaho,idaho-state,55,72,18,54,0.333,2,15,0.133,17,24,0.708,10,34,6,3,2,14,18,22,60,0.367,1,12,0.083,21,24,0.875,17,43,10,3,4,10,14,L
3190,idaho,eastern-washington,74,71,24,48,0.5,10,19,0.526,16,21,0.762,6,28,12,7,1,12,19,24,59,0.407,10,31,0.323,13,17,0.765,7,23,16,7,5,11,23,W
3192,idaho,montana-state,67,77,25,59,0.424,10,30,0.333,7,11,0.636,3,27,11,3,2,8,14,26,67,0.388,6,25,0.24,15,23,0.652,14,33,13,6,2,5,17,L
3194,idaho,sacramento-state,48,69,17,44,0.386,6,16,0.375,8,11,0.727,4,24,13,3,1,14,16,27,52,0.519,6,19,0.316,9,13,0.692,8,32,21,6,2,11,16,L
3201,idaho,eastern-washington,57,82,23,56,0.411,7,23,0.304,4,4,1,3,22,15,4,3,11,11,33,62,0.532,7,24,0.292,9,11,0.818,11,37,24,6,5,8,11,L
3206,illinois-chicago,duquesne,88,89,31,60,0.517,14,26,0.538,12,18,0.667,8,29,19,3,2,20,22,31,74,0.419,12,36,0.333,15,24,0.625,17,39,16,10,3,12,20,L
3208,illinois-chicago,bradley,71,70,24,52,0.462,9,24,0.375,14,22,0.636,7,30,18,3,9,15,24,24,56,0.429,7,19,0.368,15,22,0.682,7,27,13,6,1,11,21,W
3213,illinois-chicago,colorado,72,84,30,52,0.577,6,16,0.375,6,10,0.6,2,24,6,7,0,24,28,27,60,0.45,5,19,0.263,25,33,0.758,12,32,13,8,1,16,17,L
3214,illinois-chicago,depaul,70,90,25,58,0.431,11,31,0.355,9,13,0.692,3,27,10,7,1,20,20,32,61,0.525,12,26,0.462,14,24,0.583,9,40,15,10,3,14,19,L
3224,illinois-chicago,detroit-mercy,79,67,26,54,0.481,7,24,0.292,20,24,0.833,11,31,18,7,3,14,21,23,53,0.434,10,24,0.417,11,18,0.611,7,21,11,12,1,13,18,W
3229,illinois-chicago,cleveland-state,81,77,29,57,0.509,10,26,0.385,13,18,0.722,4,32,14,6,4,11,22,26,58,0.448,13,28,0.464,12,23,0.522,7,31,14,7,2,10,18,W
3234,illinois-state,belmont,89,100,35,72,0.486,13,31,0.419,6,7,0.857,7,31,19,5,7,11,17,37,71,0.521,14,34,0.412,12,17,0.706,9,38,26,5,5,10,9,L
3238,illinois-state,boise-state,73,70,28,61,0.459,8,20,0.4,9,15,0.6,6,27,15,8,1,9,14,21,65,0.323,7,41,0.171,19,24,0.792,7,31,9,6,1,4,18,W
3240,illinois-state,illinois-chicago,75,94,25,59,0.424,7,23,0.304,18,23,0.783,9,26,12,4,3,16,18,23,60,0.383,3,19,0.158,22,28,0.786,10,35,9,8,1,11,19,L
3242,illinois-state,cleveland-state,88,77,33,66,0.5,7,28,0.25,15,16,0.938,6,38,18,4,6,18,22,23,66,0.348,11,34,0.324,20,25,0.8,9,33,13,8,0,13,20,W
3245,illinois-state,evansville,58,46,23,59,0.39,4,17,0.235,8,15,0.533,7,37,17,3,1,7,12,16,49,0.327,7,26,0.269,7,7,1,2,31,10,1,3,16,15,W
3249,illinois-state,evansville,78,70,27,52,0.519,10,19,0.526,14,20,0.7,3,37,18,3,3,14,23,21,55,0.382,11,33,0.333,17,27,0.63,6,32,14,7,2,6,15,W
3250,illinois-state,bradley,68,85,23,61,0.377,7,25,0.28,15,19,0.789,5,26,13,4,2,8,20,31,54,0.574,10,17,0.588,13,19,0.684,6,40,19,2,3,10,18,L
3252,illinois-state,drake,69,55,28,55,0.509,9,20,0.45,4,5,0.8,4,32,9,3,5,10,13,21,52,0.404,6,23,0.261,7,12,0.583,5,24,10,3,4,11,8,W
3257,illinois-state,bradley,59,65,23,65,0.354,6,26,0.231,7,13,0.538,11,38,12,2,1,7,15,22,52,0.423,9,18,0.5,12,19,0.632,6,33,13,3,7,6,16,L
3259,illinois-state,drake,67,60,23,51,0.451,5,19,0.263,16,17,0.941,4,33,12,2,3,16,14,25,58,0.431,5,19,0.263,5,10,0.5,4,27,17,5,1,14,18,W
3261,illinois,georgetown,80,88,31,67,0.463,6,19,0.316,12,17,0.706,8,24,17,13,3,14,24,34,61,0.557,6,18,0.333,14,16,0.875,10,37,15,5,6,22,16,L
3270,illinois,east-tennessee-state,73,55,26,60,0.433,10,25,0.4,11,21,0.524,13,37,14,8,3,14,17,18,52,0.346,6,22,0.273,13,21,0.619,9,31,9,8,0,20,21,W
3281,illinois,nebraska-lincoln,71,64,27,56,0.482,8,20,0.4,9,23,0.391,6,31,12,4,3,10,23,25,57,0.439,4,15,0.267,19,25,0.76,6,46,10,4,3,21,22,W
3295,incarnate-word,illinois-chicago,57,63,21,50,0.42,2,17,0.118,13,19,0.684,6,23,12,8,2,16,16,22,55,0.4,7,30,0.233,12,16,0.75,9,33,16,5,7,18,20,L
3300,incarnate-word,central-arkansas,60,77,22,52,0.423,5,21,0.238,11,13,0.846,7,27,8,3,0,17,20,28,57,0.491,8,26,0.308,13,19,0.684,7,28,15,8,3,9,15,L
3304,incarnate-word,houston-baptist,92,96,30,53,0.566,13,21,0.619,19,22,0.864,2,18,17,11,4,16,26,37,66,0.561,5,15,0.333,17,26,0.654,12,32,17,8,1,16,21,L
3308,incarnate-word,abilene-christian,48,68,17,41,0.415,4,13,0.308,10,12,0.833,2,20,8,4,3,19,18,26,52,0.5,7,23,0.304,9,12,0.75,7,25,16,9,3,12,18,L
3322,indiana-state,bradley,65,60,16,51,0.314,3,17,0.176,30,47,0.638,9,40,5,2,2,12,21,20,60,0.333,3,20,0.15,17,23,0.739,11,45,5,6,5,16,29,W
3324,indiana-state,evansville,72,66,25,63,0.397,3,15,0.2,19,28,0.679,8,43,7,9,3,12,18,25,52,0.481,5,18,0.278,12,19,0.632,5,29,10,6,9,19,15,W
3330,indiana-state,drake,62,68,24,60,0.4,3,22,0.136,11,16,0.688,3,23,16,13,2,8,15,25,52,0.481,6,18,0.333,12,16,0.75,6,37,13,3,3,18,18,L
3331,indiana-state,evansville,85,62,26,48,0.542,9,15,0.6,24,32,0.75,4,40,17,2,1,14,19,21,58,0.362,6,26,0.231,14,22,0.636,5,25,11,8,0,9,23,W
3332,indiana-state,bradley,67,96,23,60,0.383,6,22,0.273,15,18,0.833,3,25,11,5,1,11,22,33,58,0.569,14,25,0.56,16,25,0.64,7,43,19,4,5,13,20,L
3335,indiana-state,illinois-state,73,50,29,57,0.509,11,25,0.44,4,7,0.571,8,23,15,13,0,9,9,22,44,0.5,3,17,0.176,3,5,0.6,7,26,9,2,0,19,13,W
3337,indiana,chicago-state,104,55,39,69,0.565,7,21,0.333,19,33,0.576,13,48,20,12,5,13,19,19,60,0.317,5,21,0.238,12,21,0.571,6,29,13,10,2,20,26,W
3342,indiana,california-davis,76,62,26,49,0.531,10,17,0.588,14,21,0.667,8,22,11,3,3,14,9,24,50,0.48,10,20,0.5,4,4,1,6,21,11,9,2,19,22,W
3343,indiana,duke,69,90,25,64,0.391,5,16,0.313,14,25,0.56,12,33,13,5,5,20,20,33,63,0.524,7,20,0.35,17,29,0.586,11,35,16,11,10,14,24,L
3347,indiana,butler,71,68,27,52,0.519,9,21,0.429,8,10,0.8,6,29,18,5,6,15,12,28,65,0.431,10,25,0.4,2,2,1,8,26,17,5,1,10,15,W
3348,indiana,central-arkansas,86,53,36,64,0.563,9,24,0.375,5,10,0.5,6,42,25,7,6,12,9,20,64,0.313,9,23,0.391,4,6,0.667,9,29,15,6,2,16,14,W
3350,indiana,illinois,73,65,23,48,0.479,2,12,0.167,25,35,0.714,11,29,9,13,5,14,17,25,58,0.431,8,28,0.286,7,12,0.583,10,29,15,8,0,16,25,W
3364,iupui,eastern-illinois,71,65,22,57,0.386,7,25,0.28,20,29,0.69,10,35,16,5,4,17,20,19,53,0.358,6,17,0.353,21,26,0.808,7,32,11,6,5,18,27,W
3369,iupui,bradley,85,73,25,49,0.51,6,17,0.353,29,39,0.744,6,30,15,4,4,11,21,26,58,0.448,8,23,0.348,13,19,0.684,6,26,12,6,1,10,28,W
3376,iupui,illinois-chicago,66,64,20,52,0.385,8,13,0.615,18,23,0.783,11,37,12,8,2,18,19,21,55,0.382,12,32,0.375,10,16,0.625,7,26,17,10,10,14,20,W
3377,iupui,cleveland-state,90,74,34,58,0.586,6,17,0.353,16,25,0.64,13,38,24,8,2,20,21,26,61,0.426,5,21,0.238,17,21,0.81,7,20,10,11,2,12,19,W
3382,iupui,detroit-mercy,80,65,28,55,0.509,11,23,0.478,13,15,0.867,6,26,26,12,3,13,14,25,49,0.51,10,25,0.4,5,8,0.625,3,23,14,10,3,22,13,W
3385,iupui,illinois-chicago,75,76,25,63,0.397,6,21,0.286,19,30,0.633,14,34,11,8,2,11,18,28,50,0.56,8,18,0.444,21,30,0.7,6,35,16,7,2,22,17,L
3387,iupui,cleveland-state,86,89,32,68,0.471,8,26,0.308,14,25,0.56,20,35,15,11,2,11,17,32,54,0.593,15,27,0.556,10,16,0.625,10,30,20,6,4,16,21,L
3390,iona,albany-ny,72,68,25,57,0.439,6,25,0.24,16,25,0.64,8,29,16,12,2,13,16,21,58,0.362,11,24,0.458,15,16,0.938,12,37,10,0,0,22,20,W
3392,iona,long-beach-state,85,86,26,60,0.433,10,31,0.323,23,28,0.821,8,25,11,14,2,17,21,30,54,0.556,10,17,0.588,16,20,0.8,7,33,13,6,2,24,25,L
3393,iona,hartford,80,75,28,49,0.571,9,20,0.45,15,24,0.625,3,25,16,6,1,14,20,27,57,0.474,5,19,0.263,16,21,0.762,8,26,12,6,0,12,19,W
3400,iona,holy-cross,71,78,28,57,0.491,5,18,0.278,10,17,0.588,9,27,8,4,3,9,15,26,63,0.413,10,29,0.345,12,13,0.923,6,29,19,7,3,11,16,L
3402,iona,fairfield,94,87,31,64,0.484,10,24,0.417,22,29,0.759,9,34,17,11,0,11,16,31,64,0.484,16,33,0.485,9,11,0.818,9,35,21,6,3,18,25,W
3404,iona,canisius,88,70,30,56,0.536,14,26,0.538,14,15,0.933,6,35,17,2,2,16,24,24,63,0.381,6,31,0.194,16,22,0.727,5,25,15,7,1,10,17,W
3408,iona,fairfield,68,80,24,49,0.49,3,14,0.214,17,27,0.63,6,27,6,4,3,19,23,27,59,0.458,6,19,0.316,20,25,0.8,8,29,12,8,2,11,23,L
3417,iona,canisius,87,80,27,52,0.519,10,22,0.455,23,24,0.958,8,29,11,4,5,9,10,31,60,0.517,10,26,0.385,8,12,0.667,7,18,18,4,4,8,20,W
3418,iowa-state,alabama-state,79,53,32,67,0.478,10,26,0.385,5,7,0.714,11,37,20,12,5,13,14,20,55,0.364,9,26,0.346,4,10,0.4,6,28,11,4,3,20,17,W
3421,iowa-state,arizona,66,71,26,62,0.419,4,24,0.167,10,13,0.769,11,40,12,8,4,14,16,24,59,0.407,8,28,0.286,15,18,0.833,7,34,10,8,2,10,12,L
