Home_Team,Opponent,URL,HT_Pts,Opp_Pts,FG,FGA,FG_Pct,Three_Pt,Three_Pt_Attempts,Three_Pt_Pct,Free_Throws,Free_Throw_Attempts,Free_Throw_Pct,Offensive_Rebounds,Total_Rebounds,Assists,Steals,Blocks,Turnovers,Personal_Fouls
navy,Colgate,colgate,72,66,27,56,0.482,9,20,0.45,9,10,0.9,9,32,16,5,3,16,17
navy,Holy Cross,holy-cross,50,48,20,56,0.357,7,24,0.292,3,9,0.333,13,42,16,6,2,18,11
navy,American,american,63,71,26,60,0.433,2,17,0.118,9,14,0.643,13,30,14,5,3,15,16
navy,Boston University,boston-university,69,75,27,56,0.482,7,19,0.368,8,13,0.615,8,27,16,3,1,16,23
navy,Lafayette,lafayette,85,77,27,55,0.491,9,19,0.474,22,28,0.786,8,34,11,5,1,12,17
navy,Army,army,61,72,26,67,0.388,4,22,0.182,5,8,0.625,15,39,10,2,4,11,14
navy,Lehigh,lehigh,74,85,29,64,0.453,8,24,0.333,8,14,0.571,13,34,13,6,3,20,21
navy,Holy Cross,holy-cross,64,69,21,55,0.382,12,30,0.4,10,13,0.769,10,36,16,3,0,13,13
navy,Bucknell,bucknell,57,69,20,63,0.317,3,22,0.136,14,24,0.583,13,41,10,11,1,11,21
navy,Loyola (MD),loyola-md,71,68,26,56,0.464,9,23,0.391,10,18,0.556,11,40,16,10,1,20,17
navy,American,american,77,67,27,62,0.435,9,27,0.333,14,20,0.7,11,35,13,8,6,9,14
navy,Lehigh,lehigh,57,83,17,61,0.279,6,30,0.2,17,19,0.895,7,29,8,6,5,11,20
navy,Lafayette,lafayette,74,80,26,61,0.426,6,18,0.333,16,19,0.842,13,38,17,7,0,17,15
navy,Army,army,79,68,27,49,0.551,10,18,0.556,15,25,0.6,4,42,20,2,4,14,14
navy,Loyola (MD),loyola-md,70,79,30,64,0.469,6,21,0.286,4,5,0.8,10,27,12,7,2,14,18
navy,Colgate,colgate,71,93,28,70,0.4,5,20,0.25,10,15,0.667,10,33,8,5,0,11,12
nebraska-omaha,Minnesota,minnesota,76,104,28,63,0.444,7,19,0.368,13,17,0.765,5,19,7,9,3,13,19
nebraska-omaha,Buena Vista,#N/A,94,58,39,70,0.557,7,19,0.368,9,9,1,9,38,13,14,2,10,10
nebraska-omaha,Northern Arizona,northern-arizona,66,76,27,66,0.409,7,32,0.219,5,10,0.5,10,32,15,4,2,13,17
nebraska-omaha,Colorado,colorado,75,79,29,61,0.475,9,22,0.409,8,12,0.667,5,25,7,7,2,10,22
nebraska-omaha,Bethune-Cookman,bethune-cookman,76,56,24,56,0.429,4,16,0.25,24,30,0.8,6,34,13,10,2,12,14
nebraska-omaha,Montana State,montana-state,89,65,33,57,0.579,14,29,0.483,9,12,0.75,4,28,20,6,2,12,17
nebraska-omaha,Iowa State,iowa-state,55,82,21,59,0.356,9,32,0.281,4,9,0.444,7,31,11,4,2,19,19
nebraska-omaha,Arizona State,arizona-state,71,89,28,61,0.459,13,26,0.5,2,5,0.4,3,21,14,5,2,17,19
nebraska-omaha,Seattle,seattle,71,90,23,59,0.39,9,20,0.45,16,23,0.696,6,23,8,4,1,9,23
nebraska-omaha,Oregon,oregon,61,84,21,50,0.42,12,31,0.387,7,8,0.875,2,13,15,5,1,8,13
nebraska-omaha,Idaho,idaho,89,80,31,65,0.477,10,26,0.385,17,25,0.68,6,29,16,4,0,7,23
nebraska-omaha,UCSB,california-santa-barbara,85,74,33,60,0.55,10,19,0.526,9,11,0.818,7,26,18,5,6,7,14
nebraska-omaha,Rice,rice,83,66,33,63,0.524,5,17,0.294,12,16,0.75,8,39,12,0,0,8,20
nebraska-omaha,Denver,denver,91,84,34,63,0.54,11,23,0.478,12,16,0.75,6,27,17,3,2,9,11
nebraska-omaha,Oral Roberts,oral-roberts,84,87,31,66,0.47,11,28,0.393,11,16,0.688,6,22,25,8,2,11,14
nebraska-omaha,North Dakota State,north-dakota-state,90,77,34,61,0.557,11,24,0.458,11,15,0.733,7,32,18,4,2,7,11
nebraska-omaha,North Dakota,north-dakota,92,91,31,66,0.47,8,17,0.471,22,26,0.846,13,39,12,4,0,9,21
nebraska-omaha,Western Illinois,western-illinois,80,71,29,57,0.509,10,23,0.435,12,16,0.75,5,35,7,2,1,8,7
nebraska-omaha,South Dakota,south-dakota,75,68,28,55,0.509,9,19,0.474,10,12,0.833,9,30,13,5,6,13,12
nebraska-omaha,Purdue-Fort Wayne,ipfw,85,79,33,71,0.465,8,27,0.296,11,17,0.647,9,39,7,8,1,10,14
nebraska-omaha,South Dakota State,south-dakota-state,73,83,27,66,0.409,12,31,0.387,7,9,0.778,8,31,8,13,0,11,13
nebraska-omaha,North Dakota,north-dakota,90,72,39,69,0.565,4,13,0.308,8,9,0.889,6,28,10,14,4,6,11
nebraska-omaha,South Dakota,south-dakota,107,102,30,60,0.5,10,21,0.476,37,47,0.787,6,34,14,1,1,7,26
nebraska-omaha,South Dakota State,south-dakota-state,85,84,36,72,0.5,9,27,0.333,4,9,0.444,9,34,19,5,2,5,18
nebraska-omaha,Purdue-Fort Wayne,ipfw,74,71,31,69,0.449,9,21,0.429,3,8,0.375,10,34,12,5,0,7,12
nebraska-omaha,Western Illinois,western-illinois,77,63,32,63,0.508,11,19,0.579,2,4,0.5,7,32,16,4,1,6,9
nebraska-omaha,North Dakota State,north-dakota-state,58,50,21,55,0.382,7,23,0.304,9,14,0.643,5,33,10,5,2,6,6
nevada-las-vegas,Loyola Marymount,loyola-marymount,50,61,21,51,0.412,2,16,0.125,6,7,0.857,6,31,11,6,10,24,18
nevada-las-vegas,UC-Riverside,california-riverside,72,51,23,50,0.46,7,19,0.368,19,33,0.576,10,32,12,9,2,13,15
nevada-las-vegas,Oakland,oakland,74,61,31,59,0.525,4,15,0.267,8,11,0.727,12,39,14,3,4,12,21
nevada-las-vegas,Pacific,pacific,96,70,36,58,0.621,11,27,0.407,13,24,0.542,10,31,22,7,1,11,20
nevada-las-vegas,Southern Utah,southern-utah,76,71,21,55,0.382,4,19,0.211,30,43,0.698,20,47,11,7,7,15,21
nevada-las-vegas,Valparaiso,valparaiso,64,72,27,66,0.409,3,17,0.176,7,9,0.778,14,41,10,8,7,25,19
nevada-las-vegas,Cincinnati,cincinnati,61,65,18,51,0.353,7,24,0.292,18,29,0.621,14,34,8,6,4,12,17
nevada-las-vegas,Illinois,illinois,74,77,23,68,0.338,6,24,0.25,22,30,0.733,14,32,7,6,5,17,22
nevada-las-vegas,BYU,bringham-young,92,90,26,59,0.441,13,27,0.481,27,32,0.844,11,34,13,9,2,17,22
nevada-las-vegas,Hawaii,hawaii,73,59,24,56,0.429,9,24,0.375,16,21,0.762,14,41,10,1,4,18,16
nevada-las-vegas,Indiana State,indiana-state,79,84,24,65,0.369,7,24,0.292,24,32,0.75,13,38,10,6,6,11,21
nevada-las-vegas,Bucknell,bucknell,72,97,30,79,0.38,4,25,0.16,8,14,0.571,22,41,7,4,4,10,15
nevada-las-vegas,Colorado State,colorado-state,78,76,25,74,0.338,8,34,0.235,20,24,0.833,21,50,14,5,3,8,17
nevada-las-vegas,Wyoming,wyoming,68,56,22,57,0.386,8,25,0.32,16,21,0.762,9,34,17,9,6,10,16
nevada-las-vegas,New Mexico,new-mexico,80,69,28,56,0.5,6,13,0.462,18,21,0.857,10,30,15,6,1,10,19
nevada-las-vegas,Air Force,air-force,88,106,30,62,0.484,14,28,0.5,14,26,0.538,10,29,15,4,4,8,18
nevada-las-vegas,San Jose State,san-jose-state,94,56,34,65,0.523,15,31,0.484,11,15,0.733,8,42,23,11,5,13,18
nevada-las-vegas,New Mexico,new-mexico,74,58,25,57,0.439,14,25,0.56,10,23,0.435,11,37,16,4,4,10,15
nevada-las-vegas,San Diego State,san-diego-state,77,94,29,65,0.446,13,30,0.433,6,14,0.429,12,27,15,6,2,13,22
nevada-las-vegas,Nevada,nevada,70,87,25,68,0.368,7,26,0.269,13,20,0.65,14,37,14,7,2,14,26
nevada-las-vegas,Utah State,utah-state,65,82,21,57,0.368,9,24,0.375,14,21,0.667,6,28,14,9,4,11,19
nevada-las-vegas,Boise State,boise-state,83,72,28,52,0.538,14,26,0.538,13,19,0.684,3,28,16,1,6,8,15
nevada-las-vegas,Fresno State,fresno-state,65,83,26,54,0.481,3,15,0.2,10,19,0.526,7,24,13,5,5,10,15
nevada-las-vegas,Air Force,air-force,77,72,29,58,0.5,10,28,0.357,9,13,0.692,9,28,12,10,3,12,11
nevada-las-vegas,San Jose State,san-jose-state,71,64,22,64,0.344,9,37,0.243,18,26,0.692,12,43,12,2,2,9,22
nevada-las-vegas,Wyoming,wyoming,66,56,23,53,0.434,4,22,0.182,16,16,1,4,31,10,7,2,14,13
nevada-las-vegas,San Diego State,san-diego-state,59,60,18,55,0.327,7,22,0.318,16,23,0.696,9,37,8,6,3,11,17
nevada,BYU,bringham-young,86,70,25,66,0.379,8,28,0.286,28,39,0.718,10,45,19,4,4,8,20
nevada,Pacific,pacific,83,61,25,56,0.446,15,31,0.484,18,27,0.667,9,37,21,5,6,7,18
nevada,Little Rock,arkansas-little-rock,87,59,30,56,0.536,10,27,0.37,17,25,0.68,3,42,22,4,5,11,20
nevada,California Baptist,#N/A,90,55,29,57,0.509,5,18,0.278,27,38,0.711,11,43,19,9,4,12,20
nevada,Tulsa,tulsa,96,86,25,57,0.439,11,32,0.344,35,42,0.833,11,31,6,4,4,7,22
nevada,UMass,massachusetts-amherst,110,87,40,65,0.615,11,21,0.524,19,26,0.731,12,35,17,4,2,7,19
nevada,Loyola (IL),loyola-il,79,65,32,55,0.582,6,14,0.429,9,15,0.6,6,33,15,7,6,7,11
nevada,USC,southern-california,73,61,28,60,0.467,8,20,0.4,9,13,0.692,6,34,16,1,1,11,13
nevada,Arizona State,arizona-state,72,66,25,55,0.455,3,18,0.167,19,24,0.792,3,26,11,3,7,11,15
nevada,Grand Canyon,grand-canyon,74,66,22,51,0.431,6,22,0.273,24,29,0.828,6,34,11,7,2,13,13
nevada,South Dakota State,south-dakota-state,72,68,22,65,0.338,10,39,0.256,18,23,0.783,11,36,15,4,6,6,12
nevada,Akron,akron,68,62,21,50,0.42,8,24,0.333,18,24,0.75,7,31,15,6,6,12,13
nevada,Utah,utah,86,71,29,61,0.475,12,26,0.462,16,23,0.696,12,27,14,7,4,6,17
nevada,Utah State,utah-state,72,49,24,61,0.393,7,29,0.241,17,20,0.85,9,39,17,15,5,15,16
nevada,New Mexico,new-mexico,58,85,19,57,0.333,4,22,0.182,16,27,0.593,6,32,11,3,5,14,18
nevada,San Jose State,san-jose-state,92,53,38,73,0.521,13,34,0.382,3,7,0.429,8,37,23,15,2,8,12
nevada,Fresno State,fresno-state,74,64,25,65,0.385,10,37,0.27,14,19,0.737,17,40,9,5,5,7,14
nevada,Boise State,boise-state,72,71,26,51,0.51,9,25,0.36,11,17,0.647,2,27,10,4,3,14,21
nevada,Air Force,air-force,67,52,24,57,0.421,5,27,0.185,14,23,0.609,9,37,13,8,1,14,18
nevada,Colorado State,colorado-state,100,60,37,66,0.561,13,27,0.481,13,20,0.65,4,29,21,11,3,7,14
nevada,UNLV,nevada-las-vegas,87,70,25,52,0.481,9,22,0.409,28,32,0.875,4,35,14,6,5,11,21
nevada,Boise State,boise-state,93,73,35,63,0.556,13,28,0.464,10,13,0.769,4,33,22,5,2,4,20
nevada,Colorado State,colorado-state,98,82,31,66,0.47,8,22,0.364,28,35,0.8,12,32,18,5,4,5,18
nevada,New Mexico,new-mexico,91,62,34,68,0.5,6,20,0.3,17,24,0.708,11,46,18,9,4,17,17
nevada,Wyoming,wyoming,82,49,31,57,0.544,9,23,0.391,11,17,0.647,8,39,14,7,2,13,17
nevada,San Diego State,san-diego-state,57,65,19,56,0.339,7,25,0.28,12,20,0.6,6,35,11,5,7,14,21
nevada,Fresno State,fresno-state,74,68,21,48,0.438,10,24,0.417,22,31,0.71,8,31,15,9,1,14,16
new-hampshire,Rivier,#N/A,108,54,41,68,0.603,13,29,0.448,13,23,0.565,18,50,22,5,5,13,14
new-hampshire,UMass,massachusetts-amherst,75,104,26,64,0.406,10,24,0.417,13,21,0.619,10,25,17,2,0,12,24
new-hampshire,Mount Saint Vincent,#N/A,100,61,35,74,0.473,11,30,0.367,19,31,0.613,18,48,15,9,1,13,29
new-hampshire,American,american,44,68,17,61,0.279,7,23,0.304,3,4,0.75,10,37,8,3,3,15,16
new-hampshire,Quinnipiac,quinnipiac,63,69,22,63,0.349,9,24,0.375,10,16,0.625,7,28,5,8,2,11,23
new-hampshire,UConn,connecticut,66,91,25,67,0.373,8,30,0.267,8,15,0.533,9,30,13,4,4,8,22
new-hampshire,Boston University,boston-university,53,82,14,48,0.292,5,21,0.238,20,32,0.625,12,35,5,3,1,14,12
new-hampshire,Bryant,bryant,65,75,23,56,0.411,11,22,0.5,8,12,0.667,8,33,13,5,5,16,19
new-hampshire,Seton Hall,seton-hall,57,77,21,56,0.375,11,29,0.379,4,6,0.667,4,26,14,1,1,14,20
new-hampshire,Niagara,niagara,67,71,25,67,0.373,9,34,0.265,8,9,0.889,8,38,13,4,3,6,15
new-hampshire,Marist,marist,49,58,19,54,0.352,10,33,0.303,1,5,0.2,5,32,12,3,0,9,17
new-hampshire,Fairfield,fairfield,57,63,20,48,0.417,8,26,0.308,9,13,0.692,2,26,7,5,2,13,21
new-hampshire,Dartmouth,dartmouth,68,76,24,55,0.436,9,25,0.36,11,13,0.846,6,25,10,4,1,10,26
new-hampshire,Binghamton,binghamton,58,69,21,54,0.389,13,31,0.419,3,6,0.5,3,25,13,5,3,10,18
new-hampshire,UMass-Lowell,massachusetts-lowell,68,64,25,60,0.417,7,28,0.25,11,14,0.786,5,30,13,5,2,9,20
new-hampshire,Stony Brook,stony-brook,44,62,18,64,0.281,5,29,0.172,3,6,0.5,7,30,7,4,4,16,19
new-hampshire,Vermont,vermont,59,73,21,53,0.396,10,21,0.476,7,12,0.583,7,30,10,1,2,12,22
new-hampshire,Hartford,hartford,39,74,15,66,0.227,6,29,0.207,3,9,0.333,11,35,7,3,4,6,13
new-hampshire,UMBC,maryland-baltimore-county,51,59,22,54,0.407,7,26,0.269,0,4,0,4,26,9,6,1,14,16
new-hampshire,Albany (NY),albany-ny,42,62,13,54,0.241,7,27,0.259,9,18,0.5,12,37,4,2,2,18,19
new-hampshire,Maine,maine,53,62,17,53,0.321,13,33,0.394,6,13,0.462,5,31,15,2,1,12,19
new-hampshire,UMass-Lowell,massachusetts-lowell,62,72,24,66,0.364,9,35,0.257,5,12,0.417,12,34,10,3,2,5,20
new-hampshire,Binghamton,binghamton,61,68,23,51,0.451,7,21,0.333,8,9,0.889,7,27,16,7,0,13,11
new-hampshire,Vermont,vermont,44,73,15,44,0.341,5,20,0.25,9,15,0.6,2,23,6,3,1,15,20
new-hampshire,Stony Brook,stony-brook,64,66,20,55,0.364,13,30,0.433,11,14,0.786,5,30,14,2,1,10,21
new-hampshire,Hartford,hartford,50,70,17,58,0.293,6,25,0.24,10,14,0.714,12,38,10,3,1,12,10
njit,Colgate,colgate,81,78,26,55,0.473,11,21,0.524,18,27,0.667,8,25,14,5,3,7,22
njit,Binghamton,binghamton,74,57,27,61,0.443,6,22,0.273,14,23,0.609,11,45,12,5,3,9,19
njit,Brown,brown,63,60,25,50,0.5,5,19,0.263,8,16,0.5,7,35,6,9,1,16,19
njit,Kean,#N/A,73,40,26,53,0.491,6,23,0.261,15,18,0.833,7,31,10,11,5,15,12
njit,Cornell,cornell,73,86,26,58,0.448,7,20,0.35,14,19,0.737,10,19,7,5,0,6,16
njit,Wagner,wagner,71,60,19,43,0.442,5,13,0.385,28,42,0.667,6,27,4,9,3,14,22
njit,LIU-Brooklyn,long-island-university,77,70,27,59,0.458,6,22,0.273,17,23,0.739,6,32,12,6,2,10,18
njit,Drexel,drexel,70,67,25,57,0.439,6,17,0.353,14,23,0.609,3,29,13,5,8,6,16
njit,UMass-Lowell,massachusetts-lowell,71,94,27,63,0.429,5,18,0.278,12,17,0.706,11,28,5,8,0,14,19
njit,Army,army,77,72,26,54,0.481,9,25,0.36,16,27,0.593,3,35,13,5,2,10,18
njit,St. Francis (NY),st-francis-ny,82,60,26,60,0.433,4,16,0.25,26,33,0.788,10,43,11,4,6,6,18
njit,Fordham,fordham,53,50,16,42,0.381,3,13,0.231,18,27,0.667,4,30,11,9,2,14,11
njit,Fairleigh Dickinson,fairleigh-dickinson,90,80,25,50,0.5,9,19,0.474,31,35,0.886,8,33,12,5,2,11,19
njit,Houston,houston,59,80,20,61,0.328,9,30,0.3,10,16,0.625,5,30,9,5,0,11,11
njit,Duquesne,duquesne,78,67,28,59,0.475,8,20,0.4,14,17,0.824,13,41,19,9,2,21,16
njit,Kennesaw State,kennesaw-state,72,52,26,56,0.464,10,25,0.4,10,16,0.625,4,35,10,7,3,8,15
njit,North Alabama,#N/A,55,61,18,49,0.367,6,22,0.273,13,21,0.619,3,29,8,8,3,18,21
njit,Lipscomb,lipscomb,52,70,20,55,0.364,6,21,0.286,6,8,0.75,5,28,6,9,4,18,13
njit,Jacksonville,jacksonville,77,74,25,61,0.41,8,20,0.4,19,24,0.792,6,37,14,8,4,17,21
njit,North Florida,north-florida,76,72,25,60,0.417,8,21,0.381,18,24,0.75,12,41,15,7,0,11,14
njit,Stetson,stetson,82,59,30,50,0.6,12,22,0.545,10,16,0.625,4,36,22,6,3,15,18
njit,North Alabama,#N/A,76,70,23,53,0.434,7,24,0.292,23,27,0.852,6,35,12,5,8,14,19
njit,Florida Gulf Coast,florida-gulf-coast,66,54,25,56,0.446,7,17,0.412,9,17,0.529,9,32,7,9,0,15,9
njit,Liberty,liberty,57,77,21,55,0.382,11,25,0.44,4,6,0.667,5,22,10,4,2,8,15
njit,Kennesaw State,kennesaw-state,62,63,23,48,0.479,4,16,0.25,12,17,0.706,5,27,9,3,4,9,18
njit,Florida Gulf Coast,florida-gulf-coast,55,57,20,54,0.37,6,26,0.231,9,14,0.643,7,29,12,5,2,8,20
njit,North Florida,north-florida,63,64,23,57,0.404,4,19,0.211,13,13,1,7,33,13,5,3,13,21
njit,Stetson,stetson,82,77,27,55,0.491,9,23,0.391,19,26,0.731,5,32,18,4,2,6,13
njit,Jacksonville,jacksonville,77,73,30,53,0.566,5,14,0.357,12,17,0.706,3,32,8,10,4,17,21
njit,Lipscomb,lipscomb,77,81,27,51,0.529,7,17,0.412,16,20,0.8,3,30,9,2,1,10,15
new-mexico-state,North Dakota State,north-dakota-state,73,56,29,66,0.439,5,26,0.192,10,16,0.625,15,46,8,5,3,8,14
new-mexico-state,UTEP,texas-el-paso,96,69,36,73,0.493,12,32,0.375,12,19,0.632,12,41,17,5,1,7,15
new-mexico-state,Saint Mary's,saint-marys-ca,58,73,20,55,0.364,2,18,0.111,16,23,0.696,10,32,6,3,1,6,14
new-mexico-state,New Mexico,new-mexico,98,94,30,53,0.566,12,23,0.522,26,39,0.667,10,31,12,6,1,14,28
new-mexico-state,Eastern New Mexico,#N/A,92,65,30,77,0.39,11,35,0.314,21,28,0.75,20,47,14,5,6,11,20
new-mexico-state,UTEP,texas-el-paso,62,58,22,50,0.44,7,23,0.304,11,14,0.786,7,25,12,4,2,16,22
new-mexico-state,Washington State,washington-state,69,63,21,58,0.362,11,34,0.324,16,21,0.762,11,31,14,7,0,9,14
new-mexico-state,New Mexico,new-mexico,100,65,35,71,0.493,12,30,0.4,18,26,0.692,13,52,21,7,3,14,23
new-mexico-state,Kansas,kansas,60,63,25,55,0.455,7,26,0.269,3,10,0.3,9,32,20,6,4,14,15
new-mexico-state,Northern Colorado,northern-colorado,74,62,29,57,0.509,5,20,0.25,11,17,0.647,13,36,12,5,2,19,19
new-mexico-state,Cal State Northridge,cal-state-northridge,92,57,35,71,0.493,15,37,0.405,7,8,0.875,13,40,21,6,1,8,16
new-mexico-state,Drake,drake,63,66,20,61,0.328,6,33,0.182,17,28,0.607,20,38,5,10,2,15,18
new-mexico-state,Washington State,washington-state,75,72,29,60,0.483,9,29,0.31,8,12,0.667,12,30,16,6,1,12,16
new-mexico-state,Colorado State,colorado-state,88,68,35,68,0.515,13,34,0.382,5,6,0.833,11,35,18,8,1,7,21
new-mexico-state,California Baptist,#N/A,76,82,23,74,0.311,7,26,0.269,23,31,0.742,22,42,11,6,1,8,25
new-mexico-state,Grand Canyon,grand-canyon,77,75,30,60,0.5,9,21,0.429,8,19,0.421,9,32,14,3,3,13,18
new-mexico-state,Cal State Bakersfield,cal-state-bakersfield,73,62,21,47,0.447,8,26,0.308,23,31,0.742,9,36,14,2,4,9,15
new-mexico-state,Seattle,seattle,87,60,31,58,0.534,9,21,0.429,16,26,0.615,12,38,12,6,2,12,18
new-mexico-state,Utah Valley,utah-valley,83,78,23,49,0.469,8,21,0.381,29,35,0.829,9,28,11,7,2,11,20
new-mexico-state,Texas-Rio Grande Valley,texas-pan-american,63,61,22,51,0.431,5,22,0.227,14,24,0.583,11,36,17,9,2,16,19
new-mexico-state,UMKC,missouri-kansas-city,70,54,25,53,0.472,9,27,0.333,11,15,0.733,16,43,14,2,4,15,23
new-mexico-state,Chicago State,chicago-state,83,39,30,64,0.469,15,37,0.405,8,12,0.667,12,38,17,5,4,8,9
new-mexico-state,Cal State Bakersfield,cal-state-bakersfield,71,70,22,54,0.407,5,23,0.217,22,33,0.667,16,36,10,12,2,17,18
new-mexico-state,Grand Canyon,grand-canyon,67,64,26,58,0.448,9,26,0.346,6,10,0.6,14,35,16,4,1,12,16
new-mexico-state,Utah Valley,utah-valley,84,77,29,62,0.468,11,28,0.393,15,22,0.682,6,35,16,4,2,9,16
new-mexico-state,Seattle,seattle,59,53,17,48,0.354,7,24,0.292,18,27,0.667,12,33,9,5,6,14,18
new-mexico-state,Texas A&M-International,#N/A,80,42,32,67,0.478,8,36,0.222,8,13,0.615,11,48,23,9,4,7,14
new-mexico-state,Texas-Rio Grande Valley,texas-pan-american,88,79,30,59,0.508,9,29,0.31,19,30,0.633,15,37,20,5,5,16,27
new-mexico,Cal State Northridge,cal-state-northridge,87,84,27,52,0.519,11,26,0.423,22,29,0.759,6,34,9,8,4,20,21
new-mexico,Iona,iona,90,83,27,53,0.509,12,30,0.4,24,38,0.632,8,37,19,7,5,19,22
new-mexico,New Mexico State,new-mexico-state,94,98,31,52,0.596,11,20,0.55,21,30,0.7,4,19,13,8,2,15,30
new-mexico,UTEP,texas-el-paso,84,78,26,58,0.448,11,18,0.611,21,28,0.75,10,26,16,7,7,14,20
new-mexico,Bradley,bradley,85,75,26,60,0.433,12,32,0.375,21,24,0.875,11,38,15,8,0,17,24
new-mexico,New Mexico State,new-mexico-state,65,100,18,64,0.281,10,31,0.323,19,33,0.576,10,31,7,7,3,10,21
new-mexico,Saint Mary's,saint-marys-ca,60,85,23,66,0.348,4,26,0.154,10,16,0.625,13,27,8,5,1,10,15
new-mexico,Colorado,colorado,75,78,29,69,0.42,10,24,0.417,7,14,0.5,7,33,14,7,3,9,25
new-mexico,Central Arkansas,central-arkansas,82,70,30,66,0.455,11,36,0.306,11,17,0.647,15,46,18,6,3,15,15
new-mexico,North Texas,north-texas,65,74,16,44,0.364,7,23,0.304,26,31,0.839,10,28,9,9,4,21,17
new-mexico,Penn,pennsylvainia,65,75,24,61,0.393,7,22,0.318,10,23,0.435,9,36,17,8,2,15,21
new-mexico,University of the Southwest,#N/A,103,47,38,79,0.481,13,36,0.361,14,18,0.778,17,53,29,13,7,10,14
new-mexico,Air Force,air-force,65,58,23,53,0.434,9,26,0.346,10,16,0.625,9,37,13,9,3,19,14
new-mexico,Nevada,nevada,85,58,31,68,0.456,11,29,0.379,12,16,0.75,12,43,18,7,6,9,19
new-mexico,UNLV,nevada-las-vegas,69,80,23,55,0.418,4,18,0.222,19,22,0.864,10,27,9,6,2,11,20
new-mexico,Colorado State,colorado-state,76,91,26,55,0.473,12,29,0.414,12,19,0.632,7,30,14,3,3,16,24
new-mexico,San Diego State,san-diego-state,77,97,24,56,0.429,13,32,0.406,16,19,0.842,8,23,17,7,2,17,18
new-mexico,Wyoming,wyoming,83,53,28,58,0.483,9,27,0.333,18,23,0.783,5,38,20,9,6,18,17
new-mexico,UNLV,nevada-las-vegas,58,74,22,62,0.355,6,23,0.261,8,15,0.533,14,40,6,7,4,14,20
new-mexico,Utah State,utah-state,66,68,23,57,0.404,8,23,0.348,12,15,0.8,6,26,11,3,5,11,15
new-mexico,Fresno State,fresno-state,70,82,22,69,0.319,8,37,0.216,18,25,0.72,12,37,7,9,4,10,23
new-mexico,San Diego State,san-diego-state,83,70,28,52,0.538,7,20,0.35,20,25,0.8,7,28,13,9,5,14,18
new-mexico,Nevada,nevada,62,91,22,66,0.333,8,30,0.267,10,15,0.667,7,33,11,6,1,20,20
new-mexico,San Jose State,san-jose-state,92,60,30,60,0.5,14,27,0.519,18,27,0.667,5,41,17,6,5,10,15
new-mexico,Fresno State,fresno-state,73,81,19,50,0.38,7,17,0.412,28,37,0.757,8,37,10,1,3,13,18
new-mexico,Utah State,utah-state,55,71,20,50,0.4,7,23,0.304,8,12,0.667,6,35,10,5,4,18,19
new-orleans,Spring Hill,#N/A,95,66,32,66,0.485,10,24,0.417,21,31,0.677,14,36,22,14,6,18,16
new-orleans,Northwestern,northwestern,52,82,20,49,0.408,2,10,0.2,10,22,0.455,6,27,11,4,1,15,21
new-orleans,Pensacola Christian,#N/A,87,59,35,73,0.479,4,14,0.286,13,22,0.591,16,45,23,16,8,21,18
new-orleans,Alabama-Birmingham,alabama-birmingham,68,75,28,55,0.509,6,13,0.462,6,11,0.545,12,31,15,7,2,16,18
new-orleans,Governors State,#N/A,97,53,42,72,0.583,6,16,0.375,7,10,0.7,9,38,29,18,4,15,10
new-orleans,Louisiana,louisiana-lafayette,73,77,26,75,0.347,3,16,0.188,18,23,0.783,15,40,14,10,8,13,23
new-orleans,South Alabama,south-alabama,71,60,27,57,0.474,7,12,0.583,10,19,0.526,11,30,16,8,6,11,18
new-orleans,Tulsa,tulsa,60,70,23,66,0.348,5,21,0.238,9,17,0.529,9,34,13,9,2,11,24
new-orleans,Williams Baptist,#N/A,90,62,35,65,0.538,7,26,0.269,13,18,0.722,10,33,28,13,3,15,11
new-orleans,Pitt,pittsburgh,57,99,23,52,0.442,3,17,0.176,8,11,0.727,6,18,14,11,3,21,22
new-orleans,Baylor,baylor,44,84,16,61,0.262,7,22,0.318,5,8,0.625,11,31,8,7,4,21,15
new-orleans,Abilene Christian,abilene-christian,58,68,21,51,0.412,0,8,0,16,27,0.593,9,27,9,8,1,19,20
new-orleans,Houston Baptist,houston-baptist,81,76,32,67,0.478,5,14,0.357,12,14,0.857,13,33,18,8,11,19,23
new-orleans,Lamar,lamar,78,71,28,60,0.467,7,19,0.368,15,20,0.75,7,31,13,10,5,19,28
new-orleans,McNeese State,mcneese-state,79,66,25,51,0.49,8,23,0.348,21,28,0.75,10,26,15,9,2,17,19
new-orleans,Stephen F. Austin,stephen-f-austin,68,61,23,50,0.46,8,18,0.444,14,23,0.609,6,28,15,11,5,17,17
new-orleans,Texas A&M-Corpus Christi,texas-am-corpus-christi,61,76,20,49,0.408,1,10,0.1,20,25,0.8,7,25,7,8,1,21,20
new-orleans,Central Arkansas,central-arkansas,71,76,27,74,0.365,9,21,0.429,8,12,0.667,18,39,10,11,3,10,19
new-orleans,Incarnate Word,incarnate-word,61,52,20,50,0.4,6,21,0.286,15,19,0.789,8,22,12,9,2,10,10
new-orleans,Northwestern State,northwestern-state,72,64,22,53,0.415,8,23,0.348,20,27,0.741,11,37,17,8,6,14,19
new-orleans,Incarnate Word,incarnate-word,89,72,27,53,0.509,4,10,0.4,31,43,0.721,8,36,14,10,5,14,29
