Home_Team,Opponent,URL,HT_Pts,Opp_Pts,FG,FGA,FG_Pct,Three_Pt,Three_Pt_Attempts,Three_Pt_Pct,Free_Throws,Free_Throw_Attempts,Free_Throw_Pct,Offensive_Rebounds,Total_Rebounds,Assists,Steals,Blocks,Turnovers,Personal_Fouls
east-tennessee-state,Hiwassee,#N/A,109,44,46,75,0.613,7,14,0.5,10,17,0.588,19,56,20,10,6,11,15
east-tennessee-state,Creighton,creighton,69,75,29,67,0.433,8,26,0.308,3,3,1,14,33,13,9,2,19,23
east-tennessee-state,Winthrop,winthrop,76,74,29,67,0.433,10,29,0.345,8,16,0.5,14,37,19,9,3,13,22
east-tennessee-state,Chicago State,chicago-state,86,61,28,56,0.5,10,27,0.37,20,23,0.87,12,34,17,7,4,13,17
east-tennessee-state,Sam Houston State,sam-houston-state,77,63,26,53,0.491,10,23,0.435,15,21,0.714,9,34,14,4,5,7,13
east-tennessee-state,North Dakota State,north-dakota-state,79,61,32,54,0.593,9,20,0.45,6,12,0.5,9,39,16,4,2,13,13
east-tennessee-state,Georgia Southern,georgia-southern,69,64,27,64,0.422,8,24,0.333,7,13,0.538,11,44,15,10,4,21,15
east-tennessee-state,Wofford,wofford,62,79,21,55,0.382,9,20,0.45,11,22,0.5,8,23,11,6,3,9,17
east-tennessee-state,Reinhardt,#N/A,107,60,33,60,0.55,9,25,0.36,32,39,0.821,14,60,18,7,4,22,23
east-tennessee-state,UT-Martin,tennessee-martin,80,62,31,61,0.508,10,28,0.357,8,15,0.533,11,40,21,7,3,17,15
east-tennessee-state,Illinois,illinois,55,73,18,52,0.346,6,22,0.273,13,21,0.619,9,31,9,8,0,20,21
east-tennessee-state,Wyoming,wyoming,76,53,31,68,0.456,5,21,0.238,9,14,0.643,12,46,14,8,5,20,26
east-tennessee-state,Norfolk State,norfolk-state,89,61,30,57,0.526,12,24,0.5,17,23,0.739,12,40,14,10,2,17,20
east-tennessee-state,Furman,furman,79,56,30,50,0.6,7,16,0.438,12,16,0.75,5,31,18,3,5,11,15
east-tennessee-state,Samford,samford,81,72,31,70,0.443,7,29,0.241,12,21,0.571,18,47,16,11,5,18,16
east-tennessee-state,Chattanooga,tennessee,96,70,36,59,0.61,9,18,0.5,15,20,0.75,8,37,22,8,5,12,20
east-tennessee-state,Citadel,citadel,98,73,40,71,0.563,14,31,0.452,4,6,0.667,11,47,24,7,7,16,16
east-tennessee-state,Mercer,mercer,72,68,27,70,0.386,7,28,0.25,11,12,0.917,22,45,10,7,3,16,18
east-tennessee-state,VMI,virginia-military-institute,85,82,36,65,0.554,5,16,0.313,8,12,0.667,9,35,16,6,6,12,13
east-tennessee-state,UNC Greensboro,north-carolina-greensboro,68,75,26,58,0.448,7,22,0.318,9,18,0.5,14,38,15,11,8,17,15
east-tennessee-state,Western Carolina,western-carolina,91,69,36,65,0.554,12,25,0.48,7,14,0.5,8,27,18,12,2,10,19
east-tennessee-state,Samford,samford,74,66,26,66,0.394,7,21,0.333,15,23,0.652,12,38,16,7,1,9,21
east-tennessee-state,Chattanooga,tennessee,77,64,29,56,0.518,7,18,0.389,12,13,0.923,7,29,18,8,3,10,13
east-tennessee-state,Wofford,wofford,76,78,29,69,0.42,10,23,0.435,8,15,0.533,19,44,18,8,2,9,17
east-tennessee-state,Furman,furman,61,91,24,51,0.471,2,14,0.143,11,16,0.688,10,24,7,7,2,15,14
east-tennessee-state,Citadel,citadel,91,83,32,60,0.533,11,26,0.423,16,24,0.667,11,38,21,6,8,9,14
east-tennessee-state,Mercer,mercer,88,69,28,59,0.475,5,18,0.278,27,35,0.771,12,37,21,9,6,9,20
east-tennessee-state,VMI,virginia-military-institute,94,70,37,60,0.617,8,21,0.381,12,17,0.706,8,38,16,6,3,15,18
east-tennessee-state,UNC Greensboro,north-carolina-greensboro,59,60,19,44,0.432,3,15,0.2,18,27,0.667,7,30,6,4,1,16,16
eastern-illinois,Texas,texas,59,71,20,56,0.357,6,23,0.261,13,18,0.722,9,31,5,9,4,17,15
eastern-illinois,IUPUI,iupui,65,71,19,53,0.358,6,17,0.353,21,26,0.808,7,32,11,6,5,18,27
eastern-illinois,Western Illinois,western-illinois,68,66,23,70,0.329,7,25,0.28,15,21,0.714,12,45,11,8,4,10,20
eastern-illinois,Gardner-Webb,gardner-webb,79,78,30,59,0.508,12,26,0.462,7,9,0.778,9,31,8,4,3,10,15
eastern-illinois,Arkansas State,arkansas-state,90,86,29,61,0.475,9,21,0.429,23,37,0.622,12,42,16,3,6,11,24
eastern-illinois,UNC Wilmington,north-carolina-willmington,65,82,25,57,0.439,9,25,0.36,6,8,0.75,5,20,8,8,1,12,13
eastern-illinois,Purdue-Fort Wayne,ipfw,60,104,23,69,0.333,8,28,0.286,6,10,0.6,11,27,12,4,0,10,14
eastern-illinois,Chicago State,chicago-state,72,80,24,62,0.387,10,33,0.303,14,21,0.667,8,24,12,9,0,15,21
eastern-illinois,Fontbonne,#N/A,90,37,35,57,0.614,12,17,0.706,8,13,0.615,8,35,22,11,2,14,16
eastern-illinois,Western Illinois,western-illinois,74,67,28,63,0.444,8,23,0.348,10,15,0.667,11,39,12,8,2,12,14
eastern-illinois,Bradley,bradley,73,66,24,57,0.421,13,24,0.542,12,15,0.8,7,27,15,5,1,8,20
eastern-illinois,Iowa State,iowa-state,53,101,21,56,0.375,5,23,0.217,6,9,0.667,2,20,12,2,5,10,14
eastern-illinois,North Alabama,#N/A,81,70,25,52,0.481,7,14,0.5,24,32,0.75,6,36,14,9,2,7,17
eastern-illinois,UT-Martin,tennessee-martin,92,87,31,64,0.484,9,27,0.333,21,26,0.808,13,39,16,6,6,14,18
eastern-illinois,SIU-Edwardsville,southern-illinois-edwardsville,84,81,30,66,0.455,7,19,0.368,17,26,0.654,17,45,17,4,9,17,20
eastern-illinois,Jacksonville State,jacksonville-state,62,69,22,53,0.415,8,18,0.444,10,14,0.714,5,32,8,8,2,13,17
eastern-illinois,Tennessee Tech,tennessee-tech,67,60,24,64,0.375,5,19,0.263,14,18,0.778,15,40,14,9,1,12,14
eastern-illinois,Murray State,murray-state,61,83,24,66,0.364,8,24,0.333,5,13,0.385,10,30,14,7,5,11,13
eastern-illinois,Austin Peay,austin-peay,85,83,30,55,0.545,10,16,0.625,15,21,0.714,14,36,19,4,5,16,17
eastern-illinois,UT-Martin,tennessee-martin,66,64,25,57,0.439,8,24,0.333,8,16,0.5,16,39,14,5,6,9,15
eastern-illinois,Southeast Missouri State,southeast-missouri-state,59,64,26,59,0.441,5,22,0.227,2,2,1,8,35,11,5,1,14,22
eastern-illinois,Eastern Kentucky,eastern-kentucky,67,66,20,56,0.357,7,21,0.333,20,29,0.69,10,48,11,4,9,17,20
eastern-illinois,Morehead State,morehead-state,78,84,32,61,0.525,10,20,0.5,4,6,0.667,8,31,16,8,9,15,21
eastern-illinois,Murray State,murray-state,75,86,28,62,0.452,12,29,0.414,7,9,0.778,8,34,15,7,7,13,20
eastern-illinois,Austin Peay,austin-peay,86,94,34,65,0.523,11,25,0.44,7,14,0.5,10,31,20,5,0,9,22
eastern-illinois,SIU-Edwardsville,southern-illinois-edwardsville,79,65,24,55,0.436,12,27,0.444,19,28,0.679,9,31,19,8,4,12,21
eastern-illinois,Southeast Missouri State,southeast-missouri-state,79,88,31,58,0.534,12,27,0.444,5,11,0.455,2,24,18,5,7,10,12
eastern-illinois,Belmont,belmont,58,99,22,60,0.367,7,18,0.389,7,8,0.875,6,20,11,6,2,12,15
eastern-illinois,Tennessee State,tennessee-state,60,75,18,53,0.34,7,25,0.28,17,23,0.739,7,33,10,2,3,12,20
eastern-kentucky,Marshall,marshall,77,105,26,80,0.325,3,27,0.111,22,36,0.611,21,46,8,9,5,17,25
eastern-kentucky,Chattanooga,tennessee,81,78,28,65,0.431,8,29,0.276,17,24,0.708,6,32,13,9,2,13,27
eastern-kentucky,Midway,#N/A,107,52,39,83,0.47,12,29,0.414,17,24,0.708,20,56,23,12,5,12,15
eastern-kentucky,Kansas State,kansas-state,68,95,25,64,0.391,8,28,0.286,10,15,0.667,4,21,14,7,0,16,21
eastern-kentucky,Northern Iowa,northern-iowa,85,90,27,71,0.38,13,37,0.351,18,23,0.783,11,36,14,5,0,15,28
eastern-kentucky,Kennesaw State,kennesaw-state,100,81,37,74,0.5,13,30,0.433,13,20,0.65,10,27,17,12,7,7,28
eastern-kentucky,Tennessee,tennessee,67,95,21,59,0.356,8,29,0.276,17,25,0.68,6,26,11,13,0,20,23
eastern-kentucky,High Point,high-point,70,69,26,68,0.382,6,22,0.273,12,16,0.75,10,34,9,8,6,9,21
eastern-kentucky,USC Upstate,south-carolina-upstate,79,77,27,76,0.355,9,26,0.346,16,21,0.762,17,39,16,14,8,14,15
eastern-kentucky,Northern Kentucky,northern-kentucky,76,74,23,60,0.383,5,20,0.25,25,32,0.781,13,37,14,8,5,11,18
eastern-kentucky,Xavier,xavier,77,95,30,72,0.417,12,38,0.316,5,15,0.333,14,30,19,15,1,22,23
eastern-kentucky,Duquesne,duquesne,84,85,32,75,0.427,6,27,0.222,14,18,0.778,7,39,23,11,6,20,23
eastern-kentucky,Brescia,#N/A,145,72,55,98,0.561,16,41,0.39,19,25,0.76,14,45,30,28,4,10,27
eastern-kentucky,Austin Peay,austin-peay,75,93,30,66,0.455,8,28,0.286,7,12,0.583,12,33,13,6,4,23,15
eastern-kentucky,Murray State,murray-state,85,97,30,67,0.448,6,25,0.24,19,23,0.826,9,30,10,12,2,18,22
eastern-kentucky,Tennessee State,tennessee-state,81,82,28,55,0.509,8,22,0.364,17,33,0.515,11,33,11,6,5,15,22
eastern-kentucky,Belmont,belmont,93,109,33,73,0.452,14,35,0.4,13,21,0.619,6,27,19,10,2,11,27
eastern-kentucky,UT-Martin,tennessee-martin,97,73,38,78,0.487,15,34,0.441,6,8,0.75,14,35,25,18,3,12,17
eastern-kentucky,Southeast Missouri State,southeast-missouri-state,85,83,27,54,0.5,9,22,0.409,22,33,0.667,7,36,19,6,1,15,21
eastern-kentucky,Jacksonville State,jacksonville-state,88,70,32,65,0.492,9,22,0.409,15,22,0.682,9,38,13,11,3,15,18
eastern-kentucky,Tennessee Tech,tennessee-tech,85,91,26,58,0.448,8,21,0.381,25,27,0.926,6,32,15,14,1,18,27
eastern-kentucky,Eastern Illinois,eastern-illinois,66,67,23,72,0.319,9,23,0.391,11,19,0.579,14,43,10,7,4,11,27
eastern-kentucky,SIU-Edwardsville,southern-illinois-edwardsville,82,88,30,75,0.4,5,25,0.2,17,28,0.607,7,34,11,11,1,13,29
eastern-kentucky,Belmont,belmont,65,83,23,59,0.39,7,22,0.318,12,15,0.8,3,25,10,11,4,15,8
eastern-kentucky,Tennessee State,tennessee-state,75,65,21,55,0.382,3,14,0.214,30,34,0.882,10,42,8,8,6,14,15
eastern-kentucky,Morehead State,morehead-state,72,78,25,75,0.333,5,25,0.2,17,22,0.773,14,36,13,13,4,7,23
eastern-kentucky,Murray State,murray-state,70,102,24,68,0.353,7,23,0.304,15,15,1,14,29,12,5,2,17,19
eastern-kentucky,Tennessee Tech,tennessee-tech,67,66,21,61,0.344,6,24,0.25,19,27,0.704,15,38,9,7,2,17,22
eastern-kentucky,Jacksonville State,jacksonville-state,101,104,39,81,0.481,12,34,0.353,11,19,0.579,10,33,12,8,1,9,23
eastern-michigan,Rochester (MI),#N/A,77,67,31,58,0.534,4,14,0.286,11,17,0.647,11,44,10,9,7,20,13
eastern-michigan,Drexel,drexel,66,62,26,57,0.456,5,19,0.263,9,15,0.6,7,36,9,5,5,9,12
eastern-michigan,Goshen,#N/A,97,74,38,67,0.567,8,20,0.4,13,17,0.765,14,42,21,10,5,15,10
eastern-michigan,Duke,duke,46,84,21,68,0.309,3,18,0.167,1,3,0.333,14,35,9,10,5,17,16
eastern-michigan,Boston University,boston-university,80,62,31,59,0.525,7,16,0.438,11,12,0.917,10,34,12,9,7,13,19
eastern-michigan,Rutgers,rutgers,36,63,15,54,0.278,3,13,0.231,3,17,0.176,12,29,5,9,3,18,16
eastern-michigan,Detroit,detroit-mercy,74,78,28,67,0.418,6,27,0.222,12,22,0.545,20,43,18,4,4,10,16
eastern-michigan,TCU,texas-christian,69,87,26,58,0.448,6,18,0.333,11,16,0.688,11,30,16,5,4,12,11
eastern-michigan,Northeastern,northeastern,67,81,28,51,0.549,6,20,0.3,5,10,0.5,7,23,14,5,1,10,20
eastern-michigan,Central State (OH),#N/A,105,53,43,75,0.573,8,31,0.258,11,14,0.786,12,46,26,12,4,8,10
eastern-michigan,UC-Irvine,california-irvine,48,52,17,49,0.347,5,19,0.263,9,11,0.818,5,22,5,5,7,11,13
eastern-michigan,Siena Heights,#N/A,90,72,33,68,0.485,5,27,0.185,19,29,0.655,21,42,18,13,6,15,18
eastern-michigan,Kansas,kansas,63,87,21,70,0.3,6,32,0.188,15,23,0.652,19,39,7,9,1,16,23
eastern-michigan,Buffalo,buffalo,58,74,21,63,0.333,7,26,0.269,9,19,0.474,18,39,8,7,2,16,18
eastern-michigan,Ball State,ball-state,84,82,29,58,0.5,8,13,0.615,18,24,0.75,15,39,13,10,7,18,28
eastern-michigan,Kent State,kent-state,95,61,34,52,0.654,12,19,0.632,15,21,0.714,9,34,19,6,8,14,14
eastern-michigan,Akron,akron,49,51,22,50,0.44,3,15,0.2,2,5,0.4,11,31,9,8,3,16,15
eastern-michigan,Buffalo,buffalo,65,77,22,55,0.4,6,22,0.273,15,22,0.682,8,28,11,9,0,14,19
eastern-michigan,Bowling Green State,bowling-green-state,67,80,22,52,0.423,7,21,0.333,16,23,0.696,9,32,9,1,3,9,17
eastern-michigan,Western Michigan,western-michigan,93,67,34,71,0.479,11,26,0.423,14,18,0.778,17,37,17,10,4,7,18
eastern-michigan,Central Michigan,central-michigan,82,86,34,57,0.596,6,18,0.333,8,13,0.615,10,27,11,4,6,11,21
eastern-michigan,Miami (OH),miami-oh,48,59,17,49,0.347,3,19,0.158,11,20,0.55,11,34,7,4,5,15,20
eastern-michigan,Northern Illinois,northern-illinois,57,49,19,44,0.432,6,22,0.273,13,25,0.52,5,29,9,8,9,13,18
eastern-michigan,Ohio,ohio,66,57,24,53,0.453,7,21,0.333,11,15,0.733,6,29,14,10,3,7,10
eastern-michigan,Kent State,kent-state,58,71,20,48,0.417,5,20,0.25,13,21,0.619,5,27,7,5,5,16,22
eastern-michigan,Toledo,toledo,76,69,24,50,0.48,8,17,0.471,20,29,0.69,5,25,10,8,6,10,14
eastern-michigan,Western Michigan,western-michigan,77,76,28,55,0.509,5,18,0.278,16,38,0.421,10,34,13,10,6,16,18
eastern-washington,Syracuse,syracuse,34,66,13,59,0.22,6,35,0.171,2,8,0.25,10,32,11,4,2,19,23
eastern-washington,Oregon,oregon,47,81,15,65,0.231,13,45,0.289,4,6,0.667,8,29,13,2,2,8,20
eastern-washington,Green Bay,green-bay,78,82,29,67,0.433,13,35,0.371,7,11,0.636,1,39,15,3,4,16,24
eastern-washington,UMKC,missouri-kansas-city,87,80,30,65,0.462,9,24,0.375,18,27,0.667,8,44,14,6,3,14,21
eastern-washington,Washington,washington,59,83,19,66,0.288,12,34,0.353,9,14,0.643,14,34,12,7,1,15,23
eastern-washington,Seattle,seattle,68,88,26,58,0.448,5,28,0.179,11,18,0.611,5,33,9,2,1,11,19
eastern-washington,North Dakota State,north-dakota-state,67,74,27,64,0.422,8,30,0.267,5,8,0.625,7,30,16,6,1,8,22
eastern-washington,San Francisco,san-francisco,63,85,25,60,0.417,7,23,0.304,6,9,0.667,6,28,7,3,1,11,17
eastern-washington,Stanford,stanford,62,78,21,52,0.404,6,20,0.3,14,20,0.7,2,22,10,4,2,10,21
eastern-washington,South Dakota State,south-dakota-state,64,74,21,54,0.389,13,38,0.342,9,13,0.692,5,33,15,5,1,15,21
eastern-washington,Corban,#N/A,92,73,33,70,0.471,13,32,0.406,13,15,0.867,9,30,20,16,2,4,15
eastern-washington,Weber State,weber-state,72,84,26,67,0.388,6,18,0.333,14,17,0.824,8,32,13,6,6,6,17
eastern-washington,Idaho State,idaho-state,65,55,26,56,0.464,5,15,0.333,8,9,0.889,6,28,13,10,3,10,13
eastern-washington,Idaho,idaho,71,74,24,59,0.407,10,31,0.323,13,17,0.765,7,23,16,7,5,11,23
eastern-washington,Northern Colorado,northern-colorado,63,75,24,61,0.393,4,13,0.308,11,16,0.688,9,31,11,8,3,13,18
eastern-washington,Montana,montana,78,71,24,50,0.48,9,17,0.529,21,27,0.778,6,30,11,6,0,11,19
eastern-washington,Montana State,montana-state,85,81,33,57,0.579,12,26,0.462,7,10,0.7,5,33,14,7,5,15,15
eastern-washington,Portland State,portland-state,65,78,25,58,0.431,8,21,0.381,7,13,0.538,14,25,11,4,1,11,15
eastern-washington,Sacramento State,sacramento-state,94,92,31,65,0.477,11,24,0.458,21,26,0.808,11,41,15,4,2,15,26
eastern-washington,Southern Utah,southern-utah,82,79,27,57,0.474,11,26,0.423,17,23,0.739,6,32,12,6,6,13,16
eastern-washington,Northern Arizona,northern-arizona,82,64,29,61,0.475,12,34,0.353,12,13,0.923,8,40,21,6,7,14,18
eastern-washington,Montana State,montana-state,66,74,27,65,0.415,7,25,0.28,5,8,0.625,7,31,11,8,2,15,17
eastern-washington,Montana,montana,74,75,26,56,0.464,9,20,0.45,13,18,0.722,5,29,15,4,2,9,20
eastern-washington,Northern Colorado,northern-colorado,88,78,36,66,0.545,9,18,0.5,7,12,0.583,8,31,17,8,4,13,15
eastern-washington,Idaho,idaho,82,57,33,62,0.532,7,24,0.292,9,11,0.818,11,37,24,6,5,8,11
eastern-washington,Southern Utah,southern-utah,62,76,20,56,0.357,7,18,0.389,15,23,0.652,5,26,9,7,6,10,19
eastern-washington,Northern Arizona,northern-arizona,86,73,25,60,0.417,14,33,0.424,22,31,0.71,7,42,15,3,5,8,21
elon,Manhattan,manhattan,62,56,21,45,0.467,8,22,0.364,12,18,0.667,6,28,13,2,2,16,14
elon,UNC,north-carolina,67,116,21,59,0.356,7,29,0.241,18,28,0.643,7,27,12,2,3,19,25
elon,Milligan,#N/A,98,71,35,72,0.486,19,40,0.475,9,14,0.643,13,46,25,6,0,12,12
elon,Abilene Christian,abilene-christian,56,72,18,40,0.45,7,20,0.35,13,19,0.684,5,24,15,3,2,11,15
elon,UC-Riverside,california-riverside,64,77,25,58,0.431,5,18,0.278,9,13,0.692,5,25,9,5,0,11,21
elon,Pacific,pacific,57,65,18,50,0.36,8,31,0.258,13,16,0.813,7,36,9,6,3,22,20
elon,Central Pennsylvania College,#N/A,92,59,32,70,0.457,19,43,0.442,9,12,0.75,16,53,23,10,3,20,18
elon,Boston University,boston-university,58,65,18,55,0.327,10,29,0.345,12,18,0.667,2,28,11,4,2,7,15
elon,Furman,furman,77,98,29,65,0.446,14,35,0.4,5,8,0.625,8,27,22,5,6,14,13
elon,UNC Greensboro,north-carolina-greensboro,74,75,27,59,0.458,9,33,0.273,11,20,0.55,13,36,15,6,1,16,13
elon,Canisius,canisius,91,92,30,57,0.526,15,30,0.5,16,25,0.64,8,30,14,4,1,11,22
elon,Kennesaw State,kennesaw-state,76,67,30,65,0.462,11,33,0.333,5,6,0.833,7,32,17,3,1,9,13
elon,UMKC,missouri-kansas-city,59,95,21,48,0.438,7,23,0.304,10,18,0.556,4,24,8,2,1,19,16
elon,Towson,towson,60,77,23,51,0.451,8,20,0.4,6,8,0.75,2,21,11,4,1,12,18
elon,James Madison,james-madison,68,65,24,49,0.49,8,19,0.421,12,16,0.75,5,23,11,3,3,11,16
elon,Drexel,drexel,65,79,22,53,0.415,9,26,0.346,12,14,0.857,5,28,14,2,1,15,19
elon,Delaware,delaware,65,77,26,60,0.433,8,28,0.286,5,5,1,7,27,17,3,2,7,18
elon,Northeastern,northeastern,70,81,24,61,0.393,7,25,0.28,15,18,0.833,3,32,13,4,0,16,21
elon,Hofstra,hofstra,71,74,24,57,0.421,10,35,0.286,13,16,0.813,10,31,15,3,3,10,21
elon,William & Mary,william-mary,76,71,28,63,0.444,10,26,0.385,10,15,0.667,7,33,8,3,5,10,18
elon,College of Charleston,college-of-charleston,53,72,19,48,0.396,9,24,0.375,6,12,0.5,5,26,14,4,1,16,17
elon,UNC Wilmington,north-carolina-willmington,89,82,31,63,0.492,13,36,0.361,14,17,0.824,8,35,14,2,0,11,18
elon,Delaware,delaware,57,56,21,52,0.404,8,28,0.286,7,8,0.875,7,36,12,3,1,13,12
elon,Drexel,drexel,63,67,23,51,0.451,8,24,0.333,9,16,0.563,4,24,7,6,2,8,16
elon,Hofstra,hofstra,61,102,24,64,0.375,10,34,0.294,3,4,0.75,8,33,18,1,3,12,13
elon,Northeastern,northeastern,60,72,25,71,0.352,7,31,0.226,3,10,0.3,5,35,16,11,0,7,17
elon,William & Mary,william-mary,74,84,28,67,0.418,11,35,0.314,7,8,0.875,9,34,17,3,5,16,18
elon,UNC Wilmington,north-carolina-willmington,84,77,26,61,0.426,17,38,0.447,15,24,0.625,8,31,18,5,1,11,17
elon,College of Charleston,college-of-charleston,74,84,27,60,0.45,13,39,0.333,7,7,1,4,21,17,4,1,4,17
evansville,Illinois,illinois,60,99,20,53,0.377,6,24,0.25,14,22,0.636,6,26,9,7,0,24,16
evansville,Xavier,xavier,85,91,27,59,0.458,17,33,0.515,14,18,0.778,3,22,20,5,1,9,25
evansville,Kentucky Wesleyan,#N/A,92,72,34,69,0.493,11,32,0.344,13,18,0.722,9,36,17,8,5,7,12
evansville,Texas Southern,texas-southern,85,63,30,64,0.469,10,22,0.455,15,21,0.714,8,45,16,8,4,18,20
evansville,Ball State,ball-state,72,82,26,53,0.491,8,17,0.471,12,20,0.6,6,28,12,5,3,11,25
evansville,Wyoming,wyoming,86,78,28,63,0.444,8,27,0.296,22,31,0.71,4,34,14,5,1,9,23
evansville,Albion,#N/A,65,49,22,58,0.379,6,21,0.286,15,23,0.652,8,42,15,6,2,15,10
evansville,Arkansas State,arkansas-state,77,87,22,56,0.393,6,23,0.261,27,34,0.794,4,24,11,5,3,11,23
evansville,Ball State,ball-state,89,77,27,65,0.415,8,25,0.32,27,30,0.9,12,41,14,4,2,10,20
evansville,Jacksonville State,jacksonville-state,50,55,16,52,0.308,6,25,0.24,12,17,0.706,3,34,10,11,3,12,13
evansville,Murray State,murray-state,64,66,23,53,0.434,6,21,0.286,12,16,0.75,6,34,14,5,4,13,18
evansville,Green Bay,green-bay,80,75,25,57,0.439,6,17,0.353,24,28,0.857,9,39,11,5,3,12,14
evansville,Miami (OH),miami-oh,67,70,23,49,0.469,4,14,0.286,17,25,0.68,3,26,8,4,5,13,18
evansville,Drake,drake,82,77,24,61,0.393,7,24,0.292,27,34,0.794,6,44,11,9,6,16,21
evansville,Illinois State,illinois-state,46,58,16,49,0.327,7,26,0.269,7,7,1,2,31,10,1,3,16,15
evansville,Loyola (IL),loyola-il,67,48,27,51,0.529,8,19,0.421,5,11,0.455,8,34,17,9,4,17,14
evansville,Indiana State,indiana-state,66,72,21,60,0.35,7,25,0.28,17,21,0.81,7,42,12,3,1,19,22
evansville,Missouri State,missouri-state,70,64,20,45,0.444,12,28,0.429,18,23,0.783,4,29,11,5,3,17,22
evansville,Illinois State,illinois-state,70,78,21,55,0.382,11,33,0.333,17,27,0.63,6,32,14,7,2,6,15
evansville,Drake,drake,66,78,24,56,0.429,8,29,0.276,10,11,0.909,2,31,8,3,1,15,20
evansville,Northern Iowa,northern-iowa,74,81,27,59,0.458,10,22,0.455,10,16,0.625,7,33,11,5,3,11,24
evansville,Bradley,bradley,73,81,26,57,0.456,11,32,0.344,10,17,0.588,6,27,14,7,3,10,15
evansville,Valparaiso,valparaiso,64,53,21,49,0.429,7,20,0.35,15,21,0.714,4,33,15,8,2,9,15
evansville,Indiana State,indiana-state,62,85,21,58,0.362,6,26,0.231,14,22,0.636,5,25,11,8,0,9,23
evansville,Southern Illinois,southern-illinois,73,78,26,55,0.473,9,23,0.391,12,19,0.632,11,33,14,8,4,17,23
evansville,Missouri State,missouri-state,56,68,20,49,0.408,6,19,0.316,10,14,0.714,6,20,7,3,2,14,20
evansville,Northern Iowa,northern-iowa,58,73,19,46,0.413,6,19,0.316,14,18,0.778,1,25,12,3,1,11,15
evansville,Loyola (IL),loyola-il,58,70,20,44,0.455,9,22,0.409,9,10,0.9,1,16,12,3,8,11,15
evansville,Bradley,bradley,61,63,22,57,0.386,9,32,0.281,8,12,0.667,8,34,9,6,2,12,21
fairfield,Purdue,purdue,57,90,22,60,0.367,8,22,0.364,5,9,0.556,8,21,8,5,0,11,17
fairfield,Bucknell,bucknell,60,58,20,49,0.408,6,16,0.375,14,17,0.824,6,25,4,5,3,12,23
fairfield,LIU-Brooklyn,long-island-university,87,89,31,61,0.508,10,23,0.435,15,21,0.714,12,37,19,6,3,12,19
fairfield,Wagner,wagner,73,79,26,59,0.441,11,26,0.423,10,14,0.714,4,24,13,6,1,12,20
fairfield,Longwood,longwood,65,67,24,58,0.414,7,25,0.28,10,14,0.714,7,19,12,8,1,8,16
fairfield,Seattle,seattle,80,83,27,67,0.403,11,26,0.423,15,20,0.75,6,23,11,6,2,6,33
fairfield,Denver,denver,86,85,34,61,0.557,13,24,0.542,5,9,0.556,6,20,16,6,0,10,23
fairfield,Army,army,60,63,20,57,0.351,8,27,0.296,12,15,0.8,8,37,10,7,2,20,20
fairfield,Oakland,oakland,86,87,32,64,0.5,9,22,0.409,13,18,0.722,12,27,17,12,0,12,23
fairfield,Old Dominion,old-dominion,69,79,22,61,0.361,12,34,0.353,13,15,0.867,10,34,15,4,4,9,24
fairfield,Boston College,boston-college,67,77,26,64,0.406,14,40,0.35,1,2,0.5,3,32,20,3,1,15,18
fairfield,New Hampshire,new-hampshire,63,57,20,49,0.408,4,18,0.222,19,25,0.76,7,34,2,4,1,16,20
fairfield,Rider,rider,82,83,32,56,0.571,13,28,0.464,5,10,0.5,4,31,25,2,1,20,21
fairfield,Iona,iona,87,94,31,64,0.484,16,33,0.485,9,11,0.818,9,35,21,6,3,18,25
fairfield,Niagara,niagara,77,59,31,61,0.508,6,22,0.273,9,11,0.818,10,40,19,9,2,17,18
fairfield,St. Peter's,saint-peters,60,57,25,48,0.521,5,13,0.385,5,9,0.556,6,29,16,7,2,15,15
fairfield,Quinnipiac,quinnipiac,78,80,31,64,0.484,11,31,0.355,5,8,0.625,8,21,13,9,4,8,23
fairfield,Monmouth,monmouth,57,74,20,56,0.357,8,27,0.296,9,22,0.409,10,33,13,7,2,16,19
fairfield,Canisius,canisius,68,73,25,59,0.424,4,19,0.211,14,22,0.636,9,35,9,4,0,14,22
fairfield,Siena,siena,48,57,20,56,0.357,4,23,0.174,4,7,0.571,10,33,8,11,3,18,17
fairfield,Iona,iona,80,68,27,59,0.458,6,19,0.316,20,25,0.8,8,29,12,8,2,11,23
fairfield,Manhattan,manhattan,49,62,17,49,0.347,6,28,0.214,9,19,0.474,10,24,13,7,5,17,19
fairfield,Marist,marist,57,52,20,44,0.455,5,18,0.278,12,20,0.6,4,30,9,6,4,19,14
fairfield,Siena,siena,50,61,20,49,0.408,9,24,0.375,1,1,1,7,28,11,5,1,16,12
fairfield,Monmouth,monmouth,49,61,16,59,0.271,5,33,0.152,12,15,0.8,11,34,9,6,5,15,18
fairfield,Canisius,canisius,68,72,26,57,0.456,5,16,0.313,11,13,0.846,6,26,10,6,1,16,17
fairfield,Niagara,niagara,73,78,30,67,0.448,9,23,0.391,4,4,1,5,30,14,10,1,12,27
fairfield,Manhattan,manhattan,72,59,25,50,0.5,13,27,0.481,9,13,0.692,6,23,20,4,0,9,15
fairleigh-dickinson,Rutgers,rutgers,55,90,23,63,0.365,4,16,0.25,5,13,0.385,12,30,10,10,4,20,18
